"sigma_o","sigma_x","Number of Components","Seed"
"29, 63, 37, 62, 66, 17, 10, 55, 30, 1, 22, 11, 28, 34, 32, 19, 50, 36, 49, 46, 18, 25, 24, 69, 4, 7, 64, 58, 41, 14, 20, 52, 2, 43, 13, 72, 9, 74, 35, 57, 47, 3, 60, 45, 39, 21, 26, 59, 42, 15, 40, 6, 53, 16, 75, 68, 5, 31, 65, 12, 71, 27, 8, 56, 54, 67, 73, 48, 44, 51, 33, 23, 61, 38, 70","52, 31, 33, 10, 14, 16, 67, 34, 27, 53, 61, 64, 43, 8, 58, 44, 60, 23, 74, 45, 54, 50, 71, 68, 51, 4, 13, 6, 75, 28, 56, 3, 22, 57, 24, 20, 7, 49, 9, 18, 29, 5, 55, 35, 59, 47, 15, 39, 37, 46, 62, 19, 42, 21, 25, 38, 36, 2, 17, 32, 73, 30, 12, 1, 70, 69, 66, 40, 41, 65, 26, 72, 11, 48, 63","7","13807780"
"59, 6, 53, 9, 44, 40, 20, 1, 74, 64, 56, 8, 58, 39, 47, 41, 34, 3, 2, 54, 75, 13, 23, 28, 16, 73, 52, 49, 48, 65, 46, 67, 12, 51, 45, 66, 69, 60, 27, 4, 72, 71, 35, 25, 61, 33, 21, 10, 22, 32, 42, 63, 31, 19, 57, 43, 50, 26, 18, 55, 14, 17, 62, 24, 70, 37, 38, 11, 68, 5, 36, 7, 15, 30, 29","70, 34, 55, 13, 50, 20, 10, 8, 16, 59, 9, 63, 1, 22, 46, 11, 30, 47, 56, 43, 29, 68, 7, 19, 73, 39, 15, 66, 27, 23, 57, 52, 53, 36, 5, 18, 60, 24, 14, 64, 26, 38, 32, 6, 49, 31, 41, 4, 42, 62, 75, 17, 33, 45, 54, 2, 37, 35, 61, 58, 21, 25, 12, 74, 71, 3, 69, 72, 51, 65, 40, 28, 44, 48, 67","5","13807780"
"55, 24, 39, 10, 48, 65, 71, 30, 75, 43, 58, 19, 44, 27, 51, 6, 60, 54, 15, 28, 26, 46, 18, 33, 1, 53, 17, 74, 34, 16, 32, 72, 13, 11, 38, 8, 37, 3, 4, 47, 22, 14, 9, 20, 7, 52, 67, 59, 42, 5, 25, 49, 41, 50, 21, 57, 36, 29, 2, 56, 63, 40, 23, 70, 35, 31, 61, 45, 69, 62, 12, 68, 66, 73, 64","38, 31, 57, 2, 54, 12, 44, 67, 53, 34, 72, 47, 69, 49, 37, 66, 48, 58, 50, 18, 13, 26, 36, 32, 46, 24, 40, 27, 43, 29, 9, 16, 7, 45, 68, 65, 17, 42, 1, 14, 35, 33, 55, 74, 61, 56, 25, 3, 8, 30, 51, 4, 6, 28, 15, 20, 39, 59, 60, 21, 71, 41, 70, 5, 62, 11, 52, 75, 23, 19, 22, 63, 64, 10, 73","4","13807780"
"9, 37, 50, 54, 35, 68, 11, 56, 5, 51, 46, 45, 40, 61, 38, 34, 6, 60, 66, 13, 18, 64, 39, 20, 14, 41, 4, 2, 48, 53, 25, 71, 69, 55, 17, 29, 70, 63, 19, 42, 47, 26, 43, 65, 15, 74, 58, 3, 8, 22, 7, 52, 16, 28, 12, 59, 62, 21, 32, 73, 10, 36, 75, 24, 49, 57, 72, 27, 30, 67, 33, 44, 23, 31, 1","52, 3, 28, 11, 46, 25, 55, 75, 72, 63, 21, 69, 6, 13, 65, 67, 48, 71, 74, 60, 40, 37, 14, 39, 22, 31, 41, 7, 50, 59, 70, 24, 17, 18, 10, 19, 51, 26, 5, 57, 4, 49, 35, 61, 56, 62, 32, 66, 20, 53, 27, 73, 9, 30, 42, 23, 36, 15, 47, 64, 1, 44, 68, 38, 43, 45, 54, 2, 34, 16, 58, 29, 12, 33, 8","6","13807780"
"42, 22, 44, 24, 12, 67, 71, 73, 47, 25, 33, 52, 16, 17, 19, 1, 9, 74, 45, 43, 39, 15, 28, 31, 36, 3, 40, 70, 14, 41, 55, 4, 23, 66, 62, 6, 35, 18, 49, 61, 54, 57, 7, 5, 38, 10, 29, 11, 30, 59, 51, 63, 46, 65, 72, 21, 48, 8, 20, 75, 53, 37, 50, 34, 13, 58, 32, 27, 68, 26, 64, 60, 56, 2, 69","43, 26, 5, 35, 41, 18, 22, 34, 54, 62, 11, 55, 50, 4, 70, 2, 31, 33, 13, 9, 1, 16, 46, 60, 21, 75, 49, 7, 23, 67, 14, 74, 56, 58, 42, 3, 12, 37, 48, 68, 10, 47, 52, 15, 8, 27, 53, 45, 63, 19, 39, 40, 29, 69, 73, 65, 25, 24, 30, 57, 51, 59, 36, 17, 66, 28, 61, 38, 20, 6, 72, 32, 44, 64, 71","3","13807780"
"4, 3, 51, 58, 6, 61, 69, 19, 50, 48, 63, 47, 62, 14, 8, 27, 12, 10, 67, 2, 18, 32, 30, 28, 40, 75, 7, 26, 31, 54, 37, 45, 33, 52, 49, 64, 55, 42, 11, 43, 29, 41, 25, 38, 9, 1, 34, 16, 72, 15, 36, 74, 39, 44, 66, 5, 71, 21, 73, 22, 57, 35, 46, 56, 59, 65, 53, 13, 20, 60, 70, 68, 17, 23, 24","55, 24, 67, 1, 10, 2, 12, 26, 75, 47, 70, 69, 34, 9, 27, 73, 21, 41, 14, 74, 43, 19, 61, 23, 44, 11, 17, 18, 54, 13, 7, 59, 57, 4, 32, 46, 31, 53, 29, 35, 15, 58, 22, 37, 66, 42, 5, 68, 45, 56, 64, 72, 33, 40, 71, 49, 60, 62, 25, 39, 20, 16, 52, 3, 36, 48, 30, 8, 63, 6, 28, 65, 38, 50, 51","4","13807780"
"44, 28, 55, 73, 13, 39, 72, 45, 29, 30, 21, 22, 51, 65, 62, 54, 32, 60, 25, 50, 34, 49, 38, 40, 7, 3, 15, 75, 20, 46, 59, 5, 9, 33, 17, 69, 18, 63, 14, 47, 41, 52, 8, 67, 66, 71, 2, 35, 31, 10, 57, 1, 70, 4, 11, 36, 26, 23, 27, 56, 64, 43, 53, 58, 24, 6, 12, 48, 68, 61, 37, 16, 42, 74, 19","50, 56, 75, 33, 59, 72, 62, 63, 7, 57, 70, 73, 18, 47, 12, 46, 16, 8, 51, 5, 3, 32, 67, 27, 4, 74, 9, 41, 38, 19, 69, 10, 68, 31, 6, 20, 37, 11, 65, 39, 49, 24, 60, 2, 58, 29, 54, 42, 25, 26, 40, 34, 53, 36, 30, 22, 52, 45, 35, 66, 61, 1, 13, 44, 17, 15, 55, 14, 43, 21, 48, 28, 71, 64, 23","2","13807780"
"64, 50, 27, 29, 57, 63, 7, 75, 42, 14, 13, 70, 38, 45, 32, 44, 8, 9, 59, 33, 11, 48, 36, 5, 54, 46, 73, 47, 41, 39, 31, 69, 51, 23, 65, 19, 20, 4, 40, 74, 28, 52, 6, 35, 68, 24, 58, 2, 1, 12, 66, 17, 61, 18, 67, 25, 55, 71, 43, 60, 21, 16, 53, 30, 56, 72, 10, 22, 34, 62, 15, 49, 3, 26, 37","45, 36, 9, 46, 30, 5, 67, 7, 72, 48, 26, 38, 13, 31, 52, 34, 6, 58, 10, 3, 56, 22, 50, 20, 53, 19, 70, 35, 33, 60, 65, 12, 21, 54, 40, 75, 1, 15, 2, 43, 55, 71, 73, 42, 64, 51, 66, 69, 27, 16, 57, 23, 63, 25, 29, 14, 24, 37, 62, 8, 49, 68, 17, 47, 32, 59, 11, 74, 41, 28, 18, 4, 44, 39, 61","8","13807780"
"54, 68, 48, 12, 4, 67, 21, 31, 35, 40, 28, 14, 34, 27, 56, 73, 45, 64, 41, 5, 43, 44, 71, 75, 8, 29, 19, 50, 39, 72, 23, 22, 61, 32, 60, 11, 7, 37, 66, 55, 65, 47, 46, 2, 15, 57, 63, 59, 13, 20, 24, 38, 74, 6, 1, 62, 10, 30, 18, 33, 51, 36, 26, 17, 52, 69, 3, 49, 53, 42, 9, 70, 25, 58, 16","50, 73, 15, 54, 46, 72, 11, 53, 8, 7, 59, 39, 12, 9, 51, 43, 3, 41, 36, 64, 19, 75, 21, 56, 2, 4, 52, 63, 61, 23, 71, 60, 48, 45, 65, 16, 42, 29, 31, 5, 1, 58, 40, 68, 6, 20, 67, 55, 74, 27, 35, 57, 44, 17, 28, 13, 38, 69, 37, 24, 30, 10, 33, 34, 32, 66, 14, 47, 70, 18, 49, 62, 22, 25, 26","4","13807780"
"57, 14, 31, 45, 47, 12, 1, 37, 24, 39, 9, 61, 10, 27, 42, 43, 63, 41, 52, 6, 51, 55, 38, 74, 60, 21, 19, 20, 15, 49, 17, 18, 22, 16, 40, 70, 33, 54, 11, 4, 32, 8, 56, 23, 68, 26, 58, 28, 62, 36, 48, 69, 66, 67, 72, 53, 30, 46, 25, 13, 71, 3, 29, 2, 35, 59, 73, 64, 75, 44, 50, 34, 65, 7, 5","49, 47, 71, 36, 33, 17, 72, 45, 27, 52, 53, 62, 65, 28, 70, 30, 21, 43, 63, 41, 24, 12, 58, 16, 64, 29, 68, 56, 35, 40, 10, 48, 54, 9, 51, 46, 13, 73, 22, 60, 39, 38, 34, 59, 42, 2, 8, 61, 25, 19, 1, 14, 18, 66, 15, 3, 37, 50, 74, 75, 11, 23, 20, 6, 7, 55, 4, 32, 67, 57, 26, 31, 5, 44, 69","4","13807780"
"6, 42, 70, 63, 32, 61, 56, 73, 31, 4, 53, 62, 75, 54, 25, 9, 48, 38, 15, 26, 12, 29, 45, 7, 58, 67, 28, 51, 74, 11, 44, 37, 27, 5, 34, 71, 64, 59, 66, 1, 13, 23, 3, 55, 19, 47, 40, 52, 22, 10, 18, 16, 68, 20, 60, 43, 41, 36, 33, 17, 39, 21, 50, 46, 8, 30, 49, 35, 2, 24, 57, 72, 65, 69, 14","11, 2, 46, 71, 35, 52, 20, 56, 19, 29, 5, 64, 1, 74, 12, 72, 6, 34, 14, 70, 25, 31, 23, 65, 41, 8, 13, 45, 57, 24, 7, 10, 61, 66, 54, 75, 28, 44, 68, 43, 42, 37, 51, 4, 33, 60, 48, 40, 36, 17, 15, 58, 69, 32, 3, 47, 59, 55, 27, 38, 16, 22, 18, 9, 53, 63, 73, 62, 67, 21, 26, 39, 50, 30, 49","3","13807780"
"9, 35, 16, 2, 36, 60, 25, 4, 63, 50, 75, 49, 40, 56, 72, 17, 52, 30, 73, 65, 26, 68, 42, 8, 34, 46, 32, 6, 74, 54, 29, 39, 12, 21, 71, 48, 1, 70, 59, 53, 20, 27, 19, 51, 67, 23, 62, 28, 3, 41, 11, 13, 18, 37, 66, 31, 10, 57, 45, 61, 7, 64, 22, 47, 43, 14, 5, 44, 24, 38, 55, 58, 15, 33, 69","73, 52, 72, 54, 49, 56, 15, 31, 32, 27, 45, 28, 37, 36, 2, 61, 68, 16, 62, 4, 29, 48, 6, 30, 22, 74, 17, 12, 13, 26, 67, 60, 20, 10, 14, 57, 58, 1, 35, 69, 34, 38, 24, 55, 9, 39, 40, 25, 5, 8, 23, 47, 43, 46, 18, 66, 53, 41, 51, 50, 42, 65, 70, 64, 63, 71, 59, 75, 33, 44, 21, 7, 11, 19, 3","5","13807780"
"75, 54, 20, 27, 24, 49, 39, 19, 13, 8, 36, 62, 35, 21, 32, 57, 48, 52, 64, 10, 1, 15, 50, 12, 70, 25, 69, 68, 11, 47, 73, 5, 3, 65, 66, 22, 58, 18, 26, 45, 28, 34, 4, 33, 59, 6, 23, 29, 16, 67, 37, 40, 44, 2, 38, 43, 14, 74, 71, 61, 7, 55, 72, 42, 9, 41, 53, 51, 60, 56, 30, 46, 31, 63, 17","62, 22, 49, 6, 74, 18, 53, 8, 65, 13, 66, 52, 3, 43, 40, 21, 58, 37, 16, 48, 59, 69, 14, 36, 32, 68, 54, 11, 30, 1, 67, 61, 63, 75, 50, 10, 28, 38, 42, 26, 34, 41, 17, 19, 12, 70, 44, 45, 5, 51, 29, 60, 33, 47, 72, 15, 9, 57, 39, 7, 2, 71, 73, 46, 24, 25, 27, 55, 4, 35, 64, 23, 20, 31, 56","3","13807780"
"19, 26, 41, 67, 37, 39, 12, 11, 21, 74, 27, 70, 6, 73, 48, 13, 16, 44, 29, 42, 4, 54, 57, 43, 51, 25, 3, 68, 38, 52, 9, 10, 36, 1, 32, 64, 30, 45, 53, 55, 2, 15, 56, 58, 61, 47, 50, 18, 66, 49, 40, 8, 14, 20, 65, 28, 72, 60, 63, 31, 33, 71, 17, 62, 5, 59, 35, 24, 34, 23, 69, 46, 75, 7, 22","21, 41, 14, 34, 70, 29, 3, 2, 38, 67, 33, 42, 73, 36, 66, 44, 64, 47, 48, 32, 19, 40, 13, 6, 35, 61, 51, 8, 75, 71, 12, 39, 15, 59, 69, 60, 26, 72, 17, 4, 25, 56, 31, 20, 22, 11, 46, 57, 1, 63, 9, 7, 23, 5, 16, 62, 74, 10, 37, 54, 52, 53, 27, 65, 18, 24, 49, 68, 50, 55, 30, 43, 58, 28, 45","3","13807780"
"75, 49, 13, 34, 74, 11, 19, 52, 55, 72, 37, 33, 68, 59, 12, 29, 26, 44, 62, 28, 63, 47, 30, 23, 17, 39, 64, 43, 61, 1, 65, 20, 50, 60, 31, 22, 51, 40, 54, 24, 25, 3, 5, 42, 6, 15, 41, 57, 14, 38, 67, 27, 69, 45, 48, 4, 58, 36, 8, 35, 16, 18, 32, 7, 53, 10, 2, 70, 9, 73, 21, 56, 71, 46, 66","68, 12, 72, 21, 60, 40, 45, 22, 5, 54, 70, 44, 30, 67, 43, 17, 57, 16, 49, 7, 42, 56, 48, 19, 52, 51, 32, 53, 8, 58, 28, 29, 71, 75, 1, 23, 33, 14, 47, 64, 11, 31, 18, 25, 27, 2, 36, 3, 38, 13, 73, 62, 59, 69, 46, 41, 37, 50, 61, 6, 10, 20, 39, 63, 24, 66, 74, 9, 4, 65, 35, 34, 55, 15, 26","3","13807780"
"57, 6, 2, 10, 18, 4, 73, 72, 71, 39, 54, 50, 45, 67, 64, 42, 34, 60, 8, 48, 17, 32, 47, 63, 68, 56, 65, 33, 36, 11, 29, 16, 46, 15, 3, 28, 13, 5, 41, 1, 35, 25, 62, 12, 58, 75, 52, 69, 37, 49, 51, 24, 53, 30, 23, 61, 66, 59, 31, 26, 7, 38, 44, 40, 9, 21, 14, 55, 20, 22, 19, 74, 70, 27, 43","31, 60, 29, 15, 61, 43, 3, 24, 36, 27, 23, 73, 1, 39, 59, 28, 51, 22, 14, 19, 65, 13, 26, 11, 53, 41, 20, 42, 2, 56, 18, 37, 5, 12, 63, 33, 21, 67, 7, 45, 30, 6, 44, 71, 9, 52, 58, 48, 47, 62, 34, 64, 74, 70, 55, 54, 32, 66, 68, 50, 4, 17, 46, 75, 8, 69, 10, 16, 38, 40, 57, 49, 72, 35, 25","6","13807780"
"35, 6, 52, 58, 25, 22, 68, 65, 45, 39, 11, 41, 7, 33, 26, 38, 74, 71, 59, 73, 64, 60, 37, 40, 62, 49, 12, 4, 24, 50, 44, 55, 54, 27, 20, 43, 30, 19, 10, 61, 66, 70, 32, 47, 69, 2, 53, 28, 67, 1, 29, 51, 16, 56, 34, 63, 15, 17, 21, 42, 13, 36, 14, 31, 48, 3, 75, 23, 72, 9, 57, 18, 8, 5, 46","8, 58, 75, 4, 3, 67, 11, 69, 48, 21, 37, 61, 31, 72, 59, 52, 45, 66, 64, 36, 19, 28, 13, 43, 50, 15, 9, 22, 46, 49, 60, 42, 16, 24, 51, 26, 29, 12, 53, 41, 65, 17, 30, 70, 44, 10, 54, 33, 47, 73, 55, 34, 5, 2, 1, 25, 32, 39, 23, 35, 18, 56, 6, 68, 20, 38, 7, 40, 74, 71, 63, 62, 57, 14, 27","4","13807780"
"24, 9, 8, 28, 45, 66, 57, 7, 61, 5, 33, 73, 2, 23, 32, 70, 27, 60, 54, 26, 21, 59, 58, 6, 64, 39, 63, 68, 29, 40, 36, 3, 25, 37, 49, 30, 38, 20, 56, 46, 17, 55, 62, 10, 22, 16, 19, 50, 4, 13, 48, 41, 47, 34, 31, 69, 71, 1, 53, 44, 65, 35, 75, 51, 15, 12, 42, 43, 14, 67, 11, 74, 52, 72, 18","48, 45, 59, 18, 39, 70, 67, 43, 17, 20, 68, 10, 56, 53, 29, 1, 66, 44, 26, 33, 25, 23, 75, 37, 8, 36, 31, 13, 74, 57, 52, 14, 47, 28, 12, 35, 2, 19, 73, 51, 5, 42, 27, 46, 40, 62, 21, 64, 32, 69, 7, 54, 6, 4, 71, 3, 61, 34, 60, 22, 38, 41, 15, 58, 65, 16, 72, 55, 63, 49, 24, 11, 9, 30, 50","3","13807780"
"61, 74, 15, 73, 51, 66, 52, 8, 71, 59, 22, 43, 75, 68, 26, 2, 17, 1, 60, 58, 54, 44, 12, 16, 65, 23, 40, 47, 27, 29, 35, 31, 9, 18, 72, 64, 10, 33, 4, 34, 49, 19, 62, 37, 6, 39, 50, 55, 24, 11, 69, 5, 48, 56, 21, 36, 67, 63, 14, 3, 28, 46, 38, 7, 20, 45, 13, 42, 30, 70, 32, 41, 57, 25, 53","44, 35, 25, 11, 8, 10, 68, 16, 4, 66, 59, 18, 31, 32, 21, 57, 55, 26, 13, 60, 70, 37, 7, 69, 15, 52, 22, 3, 43, 36, 48, 56, 62, 5, 54, 65, 58, 30, 47, 63, 42, 67, 40, 50, 33, 71, 9, 29, 73, 75, 46, 2, 45, 17, 49, 51, 72, 27, 64, 23, 53, 24, 20, 39, 34, 41, 61, 12, 38, 28, 74, 14, 1, 6, 19","4","13807780"
"71, 66, 40, 62, 46, 47, 42, 48, 7, 52, 22, 33, 4, 56, 13, 64, 31, 73, 57, 67, 21, 16, 70, 20, 34, 44, 8, 10, 75, 49, 60, 5, 36, 28, 11, 6, 24, 54, 59, 43, 74, 32, 15, 23, 18, 63, 61, 25, 3, 41, 39, 65, 12, 45, 58, 9, 14, 19, 37, 68, 69, 29, 72, 53, 35, 38, 26, 1, 17, 30, 27, 51, 2, 50, 55","72, 8, 28, 13, 21, 61, 40, 64, 27, 75, 42, 71, 10, 29, 50, 19, 24, 74, 55, 44, 43, 33, 30, 53, 66, 60, 58, 7, 54, 67, 5, 46, 69, 70, 18, 65, 36, 73, 38, 4, 17, 52, 41, 14, 68, 26, 3, 62, 47, 12, 23, 34, 49, 22, 35, 57, 32, 48, 63, 25, 16, 31, 45, 1, 6, 15, 56, 20, 9, 37, 39, 59, 11, 2, 51","7","13807780"
"43, 63, 52, 16, 20, 49, 53, 6, 17, 41, 37, 19, 10, 27, 12, 64, 15, 61, 74, 11, 40, 75, 50, 42, 8, 51, 18, 66, 22, 29, 71, 58, 21, 32, 36, 35, 31, 13, 54, 57, 26, 39, 1, 2, 46, 62, 25, 38, 56, 67, 14, 33, 45, 70, 30, 34, 73, 60, 59, 48, 4, 5, 44, 68, 47, 28, 24, 72, 7, 9, 3, 23, 55, 69, 65","65, 36, 32, 69, 66, 8, 11, 35, 72, 24, 7, 63, 43, 53, 64, 25, 26, 10, 14, 4, 19, 70, 67, 2, 38, 73, 31, 27, 59, 17, 39, 23, 48, 13, 5, 33, 42, 18, 44, 3, 62, 51, 45, 75, 29, 20, 21, 41, 37, 47, 68, 46, 9, 74, 55, 22, 34, 71, 12, 60, 15, 28, 50, 6, 56, 58, 52, 57, 16, 54, 1, 49, 61, 40, 30","4","13807780"
"12, 44, 34, 55, 41, 19, 52, 48, 27, 68, 9, 35, 21, 8, 51, 40, 31, 17, 23, 10, 16, 7, 60, 46, 6, 73, 1, 47, 58, 65, 62, 39, 53, 43, 25, 75, 30, 24, 5, 2, 50, 4, 63, 26, 64, 42, 57, 18, 15, 28, 69, 29, 74, 38, 67, 61, 36, 32, 70, 14, 72, 54, 20, 49, 59, 56, 37, 13, 66, 71, 45, 11, 33, 22, 3","41, 59, 69, 20, 30, 51, 38, 25, 65, 62, 75, 29, 67, 9, 55, 7, 8, 6, 22, 54, 43, 66, 10, 23, 37, 32, 34, 36, 18, 31, 2, 35, 50, 12, 44, 61, 27, 5, 15, 17, 70, 1, 45, 49, 19, 56, 46, 47, 58, 57, 33, 72, 73, 3, 68, 28, 52, 26, 16, 48, 60, 40, 14, 42, 39, 11, 13, 21, 64, 24, 4, 71, 63, 74, 53","4","13807780"
"61, 65, 70, 55, 37, 23, 56, 41, 24, 48, 45, 12, 66, 75, 11, 16, 32, 31, 2, 59, 28, 4, 14, 46, 13, 54, 67, 74, 30, 29, 5, 40, 9, 73, 8, 18, 17, 72, 44, 36, 27, 10, 42, 7, 51, 60, 15, 39, 19, 25, 34, 50, 26, 53, 38, 21, 3, 68, 63, 47, 1, 62, 64, 57, 71, 49, 22, 20, 6, 69, 52, 35, 33, 43, 58","1, 9, 57, 52, 21, 4, 73, 53, 68, 35, 37, 65, 15, 36, 32, 61, 51, 28, 3, 58, 60, 41, 6, 11, 50, 69, 8, 33, 45, 7, 43, 2, 67, 62, 22, 66, 12, 20, 16, 71, 34, 48, 44, 5, 10, 13, 29, 40, 24, 63, 27, 55, 46, 59, 75, 70, 54, 38, 49, 18, 39, 42, 30, 72, 47, 56, 23, 25, 14, 19, 31, 64, 26, 17, 74","4","13807780"
"40, 70, 50, 5, 54, 73, 12, 75, 26, 27, 20, 72, 44, 58, 11, 23, 32, 46, 55, 62, 48, 21, 3, 36, 63, 59, 64, 33, 17, 45, 65, 51, 25, 52, 30, 22, 18, 16, 53, 43, 9, 13, 49, 31, 29, 67, 74, 39, 19, 34, 57, 56, 10, 60, 15, 35, 37, 6, 14, 7, 71, 38, 8, 41, 4, 61, 1, 69, 24, 42, 66, 47, 68, 2, 28","43, 7, 11, 24, 52, 69, 30, 33, 49, 53, 65, 25, 34, 21, 27, 36, 39, 29, 70, 9, 73, 67, 37, 54, 64, 13, 45, 3, 10, 16, 46, 18, 28, 66, 20, 6, 47, 15, 32, 68, 17, 48, 61, 1, 22, 59, 60, 12, 23, 2, 41, 40, 19, 38, 58, 5, 42, 4, 57, 8, 51, 56, 63, 71, 31, 26, 35, 50, 74, 55, 44, 14, 72, 75, 62","3","13807780"
"68, 27, 23, 9, 59, 56, 18, 44, 34, 54, 66, 39, 35, 31, 30, 13, 4, 26, 7, 33, 52, 25, 43, 8, 64, 37, 19, 55, 3, 75, 22, 10, 62, 50, 17, 20, 28, 65, 5, 67, 53, 12, 61, 63, 48, 6, 2, 69, 70, 14, 32, 29, 21, 24, 47, 72, 36, 46, 11, 1, 71, 58, 57, 16, 49, 45, 73, 51, 15, 40, 41, 38, 60, 42, 74","53, 13, 55, 37, 29, 18, 43, 14, 64, 40, 70, 49, 21, 63, 74, 10, 56, 42, 45, 71, 68, 50, 75, 23, 22, 28, 3, 39, 30, 38, 9, 19, 1, 69, 41, 59, 27, 61, 62, 54, 16, 33, 60, 2, 17, 11, 48, 26, 66, 58, 73, 36, 24, 25, 5, 6, 4, 8, 65, 44, 52, 57, 47, 31, 15, 46, 20, 34, 32, 51, 72, 7, 35, 67, 12","4","13807780"
"9, 40, 66, 44, 53, 71, 1, 47, 41, 20, 74, 33, 68, 56, 54, 67, 36, 34, 37, 65, 17, 58, 75, 23, 63, 73, 52, 38, 57, 50, 24, 4, 11, 32, 22, 62, 12, 13, 60, 25, 42, 49, 46, 8, 18, 55, 29, 10, 51, 27, 15, 26, 45, 7, 19, 70, 64, 48, 31, 61, 39, 2, 14, 72, 28, 35, 30, 6, 43, 59, 3, 5, 21, 16, 69","25, 65, 70, 33, 23, 51, 5, 8, 29, 1, 21, 41, 53, 31, 50, 13, 27, 3, 12, 7, 69, 36, 35, 75, 43, 30, 71, 45, 68, 20, 59, 34, 74, 46, 16, 37, 6, 52, 22, 32, 15, 56, 18, 17, 40, 42, 24, 64, 44, 11, 54, 48, 38, 47, 67, 57, 60, 72, 73, 39, 10, 63, 19, 2, 4, 49, 14, 58, 66, 62, 55, 26, 9, 28, 61","2","13807780"
"46, 62, 59, 67, 18, 72, 27, 23, 24, 60, 66, 6, 71, 11, 21, 56, 19, 64, 8, 47, 57, 36, 13, 70, 51, 34, 49, 15, 68, 40, 50, 12, 53, 28, 69, 33, 5, 30, 1, 14, 10, 75, 73, 74, 43, 17, 41, 16, 58, 39, 32, 45, 7, 3, 44, 37, 9, 48, 52, 65, 29, 25, 38, 20, 35, 63, 22, 26, 55, 2, 42, 4, 61, 54, 31","17, 36, 62, 2, 40, 38, 5, 6, 21, 72, 53, 54, 13, 33, 41, 3, 34, 75, 24, 64, 56, 32, 31, 43, 73, 47, 20, 12, 16, 71, 7, 35, 45, 15, 74, 66, 65, 9, 39, 69, 11, 42, 14, 30, 27, 10, 57, 63, 25, 49, 28, 37, 8, 50, 67, 18, 58, 70, 23, 52, 48, 26, 22, 61, 19, 60, 4, 46, 1, 44, 59, 55, 51, 68, 29","4","13807780"
"45, 51, 36, 1, 32, 14, 44, 38, 7, 41, 23, 33, 71, 69, 37, 9, 49, 28, 24, 73, 26, 29, 4, 46, 11, 30, 68, 39, 59, 15, 35, 2, 6, 10, 67, 17, 65, 66, 62, 63, 75, 48, 70, 57, 31, 54, 47, 18, 40, 60, 5, 50, 22, 53, 61, 12, 19, 20, 25, 55, 21, 34, 64, 13, 58, 72, 56, 52, 43, 3, 8, 74, 16, 42, 27","20, 10, 7, 74, 55, 65, 51, 64, 45, 46, 15, 72, 41, 6, 67, 35, 40, 53, 22, 44, 4, 54, 24, 48, 39, 59, 21, 30, 47, 11, 58, 1, 52, 71, 57, 43, 60, 50, 31, 17, 66, 8, 27, 25, 68, 18, 75, 14, 29, 49, 3, 12, 34, 32, 70, 73, 56, 26, 28, 33, 42, 62, 19, 9, 37, 16, 5, 23, 61, 2, 69, 38, 63, 36, 13","5","13807780"
"33, 1, 13, 32, 19, 18, 44, 58, 2, 20, 22, 10, 12, 53, 71, 23, 73, 11, 75, 24, 68, 29, 9, 48, 36, 16, 40, 51, 61, 67, 17, 38, 6, 21, 66, 14, 5, 55, 7, 43, 57, 34, 27, 47, 60, 8, 72, 74, 59, 69, 62, 15, 3, 35, 64, 4, 50, 37, 30, 52, 28, 54, 39, 31, 46, 49, 45, 41, 65, 70, 25, 56, 63, 26, 42","20, 41, 10, 9, 58, 14, 42, 57, 6, 68, 16, 45, 46, 49, 30, 21, 50, 61, 18, 75, 48, 13, 73, 51, 54, 25, 37, 32, 64, 62, 36, 52, 69, 27, 34, 72, 40, 5, 71, 38, 35, 44, 8, 22, 74, 12, 70, 55, 63, 43, 4, 39, 67, 24, 1, 65, 29, 66, 3, 11, 2, 53, 60, 56, 19, 26, 17, 23, 15, 28, 7, 31, 33, 59, 47","4","13807780"
"44, 13, 29, 67, 7, 63, 43, 39, 26, 14, 53, 36, 54, 60, 31, 73, 37, 72, 62, 69, 38, 41, 49, 75, 45, 22, 32, 27, 46, 30, 17, 57, 50, 9, 10, 19, 59, 20, 33, 8, 70, 3, 35, 23, 16, 61, 24, 5, 21, 1, 58, 2, 66, 28, 42, 6, 71, 15, 34, 18, 51, 4, 48, 56, 52, 12, 11, 47, 74, 40, 64, 25, 68, 65, 55","38, 9, 73, 58, 33, 7, 57, 4, 14, 23, 28, 64, 26, 72, 8, 34, 12, 42, 59, 3, 70, 6, 31, 37, 13, 20, 46, 30, 25, 50, 19, 40, 53, 29, 17, 55, 65, 75, 21, 36, 24, 27, 66, 51, 56, 63, 67, 69, 11, 5, 16, 48, 43, 62, 49, 68, 61, 10, 45, 44, 39, 15, 74, 71, 54, 18, 47, 2, 60, 1, 32, 35, 52, 41, 22","2","13807780"
