"sigma_o","sigma_x","Number of Components","Seed"
"39, 64, 47, 24, 16, 52, 4, 7, 43, 2, 33, 30, 66, 62, 17, 41, 50, 38, 27, 15, 48, 29, 6, 58, 46, 12, 67, 35, 25, 51, 70, 8, 45, 74, 23, 36, 53, 42, 60, 75, 71, 1, 56, 13, 40, 22, 49, 9, 34, 73, 55, 57, 10, 32, 68, 18, 21, 20, 28, 19, 5, 63, 54, 37, 44, 26, 31, 69, 14, 11, 61, 65, 72, 59, 3","59, 48, 66, 43, 60, 11, 34, 71, 54, 51, 64, 19, 25, 37, 44, 33, 41, 23, 14, 17, 5, 7, 62, 10, 27, 69, 74, 18, 58, 30, 22, 53, 67, 1, 31, 12, 38, 32, 46, 56, 65, 49, 35, 39, 26, 61, 8, 16, 73, 47, 6, 13, 2, 15, 70, 24, 20, 75, 40, 3, 57, 36, 52, 63, 45, 29, 50, 72, 42, 68, 21, 55, 4, 28, 9","2","7325547"
"32, 19, 22, 60, 33, 65, 66, 38, 46, 1, 30, 64, 37, 69, 21, 48, 71, 36, 27, 15, 41, 57, 18, 31, 28, 20, 70, 9, 59, 8, 24, 50, 53, 16, 75, 68, 17, 2, 74, 12, 45, 72, 14, 39, 29, 43, 23, 61, 55, 67, 34, 51, 3, 7, 42, 63, 56, 26, 54, 25, 58, 44, 6, 49, 52, 4, 13, 35, 40, 47, 11, 73, 62, 10, 5","56, 26, 32, 4, 7, 5, 44, 41, 75, 54, 74, 16, 21, 47, 71, 31, 40, 38, 23, 64, 37, 36, 25, 43, 60, 22, 57, 69, 11, 6, 28, 42, 59, 19, 68, 1, 13, 39, 8, 46, 61, 34, 17, 51, 30, 50, 20, 33, 35, 10, 15, 66, 58, 62, 65, 9, 18, 12, 27, 45, 55, 70, 49, 52, 72, 14, 53, 63, 73, 67, 29, 48, 2, 3, 24","2","7325547"
"11, 10, 65, 51, 21, 30, 13, 27, 60, 35, 52, 62, 28, 74, 9, 3, 49, 47, 63, 61, 72, 29, 36, 26, 48, 69, 7, 44, 19, 40, 14, 8, 38, 25, 43, 23, 2, 75, 66, 57, 42, 55, 59, 15, 53, 41, 22, 16, 58, 1, 33, 20, 31, 12, 64, 45, 34, 71, 37, 39, 24, 68, 50, 73, 5, 70, 46, 4, 32, 56, 17, 54, 18, 67, 6","54, 36, 14, 28, 51, 62, 21, 15, 61, 18, 20, 44, 12, 38, 68, 41, 63, 58, 17, 6, 5, 71, 27, 13, 33, 43, 50, 65, 60, 35, 69, 73, 55, 19, 2, 3, 40, 8, 56, 64, 7, 30, 32, 9, 10, 70, 52, 66, 26, 11, 67, 75, 25, 39, 34, 29, 46, 37, 48, 72, 45, 47, 59, 1, 4, 57, 23, 74, 16, 49, 42, 31, 22, 53, 24","3","7325547"
"71, 60, 57, 2, 54, 16, 44, 34, 35, 7, 49, 36, 47, 21, 69, 26, 64, 45, 6, 9, 11, 74, 43, 42, 51, 39, 40, 1, 55, 59, 48, 37, 68, 67, 5, 65, 14, 41, 15, 73, 23, 50, 27, 70, 18, 29, 52, 38, 33, 22, 61, 63, 8, 20, 28, 25, 72, 75, 13, 4, 3, 19, 12, 24, 58, 32, 56, 17, 53, 10, 66, 62, 30, 46, 31","43, 68, 45, 22, 62, 21, 3, 20, 17, 58, 64, 13, 44, 11, 55, 51, 6, 15, 66, 75, 33, 32, 57, 49, 2, 16, 50, 7, 61, 60, 1, 42, 38, 54, 27, 36, 39, 70, 28, 74, 69, 67, 10, 35, 26, 8, 34, 30, 71, 5, 4, 9, 25, 29, 52, 12, 65, 19, 31, 63, 73, 46, 37, 59, 14, 40, 53, 41, 56, 18, 47, 24, 72, 23, 48","5","7325547"
"73, 36, 63, 7, 51, 35, 41, 68, 38, 19, 34, 15, 16, 31, 67, 14, 42, 24, 8, 57, 17, 54, 29, 47, 70, 75, 59, 53, 43, 30, 44, 32, 69, 37, 46, 39, 66, 33, 62, 12, 1, 27, 4, 25, 28, 55, 40, 5, 61, 52, 49, 13, 9, 60, 74, 6, 48, 10, 23, 71, 2, 22, 64, 45, 72, 58, 11, 21, 26, 56, 50, 3, 18, 65, 20","15, 25, 27, 11, 38, 5, 1, 53, 13, 23, 46, 14, 72, 65, 70, 49, 40, 29, 32, 3, 31, 61, 28, 39, 18, 43, 55, 6, 22, 44, 56, 66, 64, 34, 52, 50, 45, 10, 12, 51, 67, 19, 37, 54, 71, 57, 73, 63, 48, 20, 16, 9, 30, 69, 21, 41, 33, 62, 26, 59, 68, 35, 75, 8, 24, 7, 74, 58, 36, 47, 42, 2, 17, 4, 60","3","7325547"
"31, 44, 69, 25, 52, 55, 73, 72, 15, 33, 45, 75, 66, 43, 26, 64, 21, 11, 62, 41, 42, 22, 68, 9, 10, 60, 32, 46, 40, 12, 34, 53, 57, 70, 14, 27, 20, 19, 8, 74, 48, 28, 7, 16, 29, 24, 61, 47, 1, 39, 2, 6, 37, 71, 58, 65, 5, 50, 36, 35, 23, 63, 30, 3, 54, 4, 17, 51, 56, 38, 67, 18, 49, 13, 59","25, 69, 32, 60, 20, 9, 24, 17, 19, 37, 49, 12, 8, 26, 7, 2, 46, 33, 3, 36, 35, 40, 54, 29, 74, 58, 63, 22, 16, 75, 51, 44, 21, 73, 65, 56, 41, 71, 57, 68, 13, 67, 50, 38, 28, 5, 10, 6, 64, 62, 45, 59, 48, 27, 1, 34, 15, 31, 47, 18, 4, 23, 14, 53, 66, 52, 30, 72, 39, 61, 70, 43, 55, 11, 42","5","7325547"
"40, 22, 66, 23, 68, 45, 20, 31, 42, 39, 52, 58, 27, 36, 46, 64, 8, 71, 1, 41, 69, 2, 3, 9, 38, 30, 49, 60, 19, 47, 48, 50, 53, 54, 74, 32, 14, 61, 73, 59, 35, 6, 29, 21, 56, 16, 44, 4, 65, 70, 11, 62, 37, 43, 51, 25, 10, 7, 28, 34, 24, 63, 72, 18, 15, 57, 26, 17, 55, 5, 67, 33, 13, 12, 75","37, 11, 44, 73, 15, 59, 62, 24, 29, 58, 71, 34, 74, 47, 36, 27, 42, 67, 52, 7, 20, 45, 39, 68, 10, 41, 32, 61, 9, 69, 64, 6, 48, 4, 57, 49, 33, 70, 5, 8, 26, 3, 72, 51, 28, 63, 25, 23, 19, 31, 1, 14, 75, 16, 12, 2, 13, 65, 66, 21, 56, 18, 22, 35, 30, 40, 55, 54, 38, 46, 60, 43, 53, 17, 50","4","7325547"
"23, 59, 11, 68, 72, 24, 20, 55, 58, 37, 74, 44, 67, 47, 54, 21, 36, 8, 48, 10, 46, 75, 2, 57, 16, 70, 62, 49, 34, 33, 18, 56, 38, 1, 7, 5, 52, 9, 71, 15, 63, 25, 50, 31, 61, 32, 27, 39, 28, 42, 64, 12, 29, 53, 41, 22, 6, 13, 66, 65, 69, 73, 26, 3, 35, 14, 43, 40, 4, 51, 30, 45, 17, 60, 19","46, 66, 22, 8, 19, 2, 72, 56, 49, 16, 36, 73, 63, 75, 35, 53, 24, 20, 26, 18, 55, 31, 27, 13, 3, 61, 15, 45, 65, 58, 51, 43, 74, 71, 30, 39, 5, 11, 41, 62, 52, 54, 25, 60, 23, 14, 40, 70, 44, 33, 42, 29, 68, 59, 12, 4, 9, 64, 37, 28, 1, 57, 7, 32, 47, 17, 50, 21, 48, 69, 67, 10, 38, 34, 6","3","7325547"
"21, 62, 73, 17, 61, 6, 51, 14, 20, 37, 18, 63, 74, 25, 34, 16, 26, 29, 12, 43, 70, 31, 59, 5, 53, 68, 49, 11, 10, 7, 36, 64, 71, 2, 69, 44, 1, 28, 58, 33, 66, 67, 23, 22, 45, 54, 57, 65, 72, 56, 24, 47, 30, 48, 9, 41, 46, 35, 55, 13, 32, 15, 3, 52, 19, 40, 27, 38, 8, 39, 60, 42, 4, 75, 50","5, 56, 19, 2, 6, 14, 33, 40, 37, 64, 75, 17, 15, 68, 10, 57, 62, 47, 65, 31, 55, 70, 35, 27, 73, 59, 48, 12, 26, 58, 69, 51, 3, 8, 29, 9, 30, 20, 43, 52, 46, 22, 1, 61, 34, 53, 54, 74, 23, 66, 4, 49, 60, 42, 67, 28, 32, 21, 72, 44, 24, 36, 45, 38, 18, 25, 16, 41, 50, 13, 39, 7, 11, 63, 71","2","7325547"
"21, 47, 23, 60, 32, 39, 42, 51, 62, 31, 5, 64, 69, 26, 59, 6, 34, 58, 14, 75, 72, 7, 43, 37, 44, 70, 36, 17, 40, 3, 45, 24, 74, 61, 16, 33, 4, 28, 8, 49, 52, 66, 22, 2, 57, 56, 20, 54, 15, 10, 68, 38, 41, 65, 11, 13, 48, 30, 12, 35, 63, 46, 29, 27, 18, 25, 73, 50, 9, 53, 1, 19, 67, 71, 55","27, 56, 73, 47, 51, 8, 13, 68, 37, 71, 14, 63, 38, 15, 2, 67, 11, 61, 57, 49, 20, 29, 75, 44, 25, 46, 70, 45, 72, 62, 26, 53, 60, 64, 33, 50, 28, 54, 41, 17, 5, 69, 9, 18, 52, 74, 12, 36, 43, 24, 31, 22, 42, 58, 40, 32, 4, 21, 3, 34, 55, 39, 35, 30, 7, 66, 23, 16, 1, 59, 10, 6, 48, 65, 19","8","7325547"
"55, 63, 1, 46, 32, 48, 64, 66, 20, 50, 34, 14, 52, 60, 45, 57, 40, 18, 39, 29, 13, 25, 12, 4, 71, 7, 47, 19, 17, 44, 16, 5, 30, 2, 3, 31, 38, 75, 59, 33, 49, 22, 70, 53, 28, 6, 61, 72, 74, 24, 23, 62, 42, 58, 11, 69, 8, 36, 27, 43, 56, 37, 26, 67, 21, 65, 73, 51, 10, 41, 9, 15, 54, 68, 35","19, 18, 46, 56, 72, 8, 28, 55, 68, 45, 57, 50, 37, 59, 1, 61, 42, 38, 41, 16, 27, 2, 10, 63, 22, 11, 17, 62, 53, 13, 20, 3, 75, 34, 70, 54, 7, 39, 69, 49, 60, 5, 30, 29, 58, 40, 25, 43, 47, 35, 21, 4, 71, 6, 26, 24, 15, 44, 73, 67, 48, 33, 36, 66, 64, 32, 14, 23, 31, 65, 51, 9, 12, 74, 52","5","7325547"
"60, 71, 15, 28, 70, 18, 65, 54, 20, 2, 69, 31, 57, 38, 26, 64, 21, 14, 22, 35, 67, 6, 68, 24, 49, 3, 29, 10, 45, 53, 7, 59, 62, 36, 58, 11, 27, 75, 48, 30, 33, 16, 56, 51, 32, 55, 12, 42, 13, 25, 46, 40, 9, 52, 61, 50, 8, 44, 66, 72, 47, 34, 4, 17, 73, 63, 43, 19, 5, 74, 41, 1, 37, 23, 39","23, 20, 28, 4, 37, 44, 74, 33, 53, 5, 2, 41, 62, 39, 65, 19, 68, 54, 42, 14, 25, 45, 49, 36, 7, 34, 71, 58, 38, 8, 32, 29, 46, 21, 12, 31, 1, 59, 27, 13, 70, 30, 10, 64, 60, 3, 9, 17, 35, 69, 24, 55, 73, 43, 75, 61, 22, 16, 52, 18, 40, 66, 15, 11, 50, 6, 47, 72, 26, 51, 63, 57, 48, 56, 67","3","7325547"
"31, 66, 19, 67, 52, 40, 6, 27, 36, 65, 2, 63, 55, 60, 5, 21, 68, 69, 14, 17, 4, 25, 9, 43, 73, 23, 3, 61, 12, 10, 11, 56, 75, 33, 30, 8, 41, 7, 72, 18, 37, 22, 54, 1, 49, 32, 48, 15, 51, 38, 53, 39, 59, 29, 62, 28, 47, 24, 42, 16, 26, 58, 57, 44, 74, 20, 13, 70, 50, 46, 34, 45, 71, 64, 35","14, 45, 37, 20, 1, 54, 58, 73, 16, 8, 42, 41, 53, 57, 48, 29, 46, 65, 4, 44, 21, 5, 36, 13, 63, 22, 27, 11, 19, 30, 39, 75, 3, 50, 40, 72, 34, 59, 6, 31, 28, 60, 12, 62, 55, 9, 18, 38, 52, 61, 7, 64, 26, 32, 51, 68, 70, 10, 23, 74, 15, 43, 2, 67, 24, 69, 49, 66, 56, 71, 33, 47, 17, 35, 25","5","7325547"
"58, 59, 8, 24, 53, 57, 12, 21, 51, 18, 67, 23, 22, 29, 39, 66, 47, 42, 5, 36, 17, 26, 32, 48, 61, 34, 43, 45, 65, 13, 75, 49, 74, 33, 63, 1, 35, 55, 7, 37, 69, 10, 28, 38, 20, 50, 30, 70, 54, 19, 44, 16, 72, 41, 15, 64, 68, 71, 25, 62, 27, 56, 40, 60, 31, 9, 52, 14, 3, 4, 46, 73, 11, 6, 2","56, 23, 13, 65, 11, 24, 3, 53, 72, 45, 70, 28, 62, 31, 43, 18, 32, 69, 74, 67, 42, 29, 37, 61, 41, 50, 14, 8, 58, 63, 55, 22, 5, 71, 9, 59, 2, 39, 20, 16, 38, 4, 64, 17, 25, 33, 52, 1, 15, 60, 30, 12, 19, 40, 21, 57, 49, 54, 6, 68, 10, 26, 27, 36, 51, 46, 66, 35, 44, 48, 34, 47, 7, 75, 73","6","7325547"
"12, 70, 73, 36, 43, 51, 16, 18, 52, 58, 55, 32, 53, 49, 47, 24, 39, 10, 13, 17, 25, 29, 63, 23, 46, 2, 7, 61, 75, 3, 35, 62, 64, 31, 4, 11, 22, 71, 26, 37, 1, 69, 74, 67, 44, 20, 59, 68, 72, 40, 6, 66, 54, 48, 9, 42, 45, 27, 34, 8, 33, 41, 15, 14, 50, 19, 38, 21, 60, 28, 65, 56, 57, 30, 5","60, 59, 11, 71, 30, 2, 18, 54, 49, 52, 61, 53, 13, 4, 27, 58, 33, 1, 62, 15, 20, 36, 70, 48, 12, 72, 56, 68, 6, 37, 65, 51, 44, 67, 8, 46, 74, 35, 39, 24, 47, 22, 42, 9, 38, 63, 19, 5, 29, 57, 43, 3, 34, 10, 7, 41, 31, 14, 73, 17, 23, 16, 69, 75, 66, 26, 50, 32, 64, 40, 21, 55, 45, 25, 28","4","7325547"
"68, 20, 30, 55, 2, 62, 10, 52, 36, 26, 31, 24, 73, 64, 9, 3, 58, 28, 65, 43, 5, 23, 34, 61, 59, 57, 66, 69, 27, 44, 11, 14, 33, 71, 1, 29, 13, 17, 42, 53, 32, 18, 67, 41, 48, 60, 35, 63, 25, 70, 54, 49, 72, 22, 6, 50, 21, 15, 4, 39, 8, 47, 12, 75, 19, 37, 74, 38, 7, 56, 40, 46, 16, 51, 45","17, 52, 71, 70, 28, 5, 32, 42, 57, 58, 69, 14, 27, 18, 31, 1, 59, 75, 50, 60, 13, 66, 63, 22, 65, 62, 46, 48, 29, 74, 19, 53, 35, 43, 64, 73, 61, 49, 72, 38, 12, 30, 36, 37, 40, 15, 3, 41, 20, 26, 39, 4, 68, 23, 34, 51, 33, 47, 21, 16, 24, 7, 6, 45, 11, 55, 8, 2, 54, 44, 25, 9, 56, 10, 67","4","7325547"
"72, 75, 24, 64, 54, 34, 56, 47, 60, 21, 22, 29, 26, 59, 71, 55, 14, 28, 35, 40, 41, 61, 20, 23, 67, 31, 74, 39, 44, 52, 58, 38, 6, 48, 7, 16, 32, 11, 33, 3, 63, 53, 42, 19, 65, 57, 51, 62, 2, 18, 50, 1, 70, 37, 66, 4, 45, 9, 13, 46, 49, 69, 27, 15, 10, 17, 43, 30, 25, 73, 36, 8, 12, 68, 5","20, 56, 69, 74, 36, 32, 4, 28, 43, 16, 67, 18, 5, 47, 46, 25, 35, 3, 26, 41, 49, 59, 29, 9, 65, 63, 30, 51, 48, 71, 7, 54, 44, 61, 45, 31, 58, 23, 12, 70, 75, 57, 37, 10, 27, 21, 17, 53, 33, 42, 13, 8, 62, 73, 24, 68, 11, 52, 6, 39, 55, 1, 50, 64, 72, 22, 14, 19, 66, 34, 15, 40, 60, 2, 38","2","7325547"
"5, 3, 16, 68, 26, 46, 23, 18, 45, 15, 7, 1, 9, 44, 6, 35, 31, 59, 57, 40, 30, 10, 4, 71, 67, 8, 17, 69, 60, 34, 32, 12, 41, 25, 14, 58, 13, 73, 19, 66, 43, 39, 27, 36, 24, 75, 47, 33, 64, 65, 56, 28, 29, 22, 70, 38, 63, 48, 61, 2, 50, 54, 51, 20, 55, 49, 53, 11, 62, 21, 72, 37, 52, 42, 74","40, 35, 30, 65, 22, 57, 58, 20, 4, 38, 6, 56, 32, 46, 36, 13, 72, 45, 3, 10, 28, 41, 39, 50, 29, 60, 69, 66, 12, 19, 49, 67, 33, 11, 48, 51, 25, 62, 37, 64, 44, 61, 2, 23, 21, 5, 55, 31, 59, 17, 47, 24, 63, 27, 8, 75, 34, 54, 42, 1, 15, 26, 53, 68, 18, 43, 52, 16, 14, 71, 70, 73, 74, 7, 9","1","7325547"
"51, 75, 41, 53, 4, 58, 35, 57, 24, 43, 50, 11, 54, 38, 61, 9, 45, 3, 23, 12, 62, 22, 16, 46, 32, 29, 40, 18, 65, 27, 49, 70, 10, 7, 13, 5, 56, 59, 55, 67, 71, 6, 47, 64, 37, 19, 39, 26, 15, 74, 17, 72, 68, 66, 8, 21, 60, 69, 34, 31, 73, 33, 42, 2, 1, 30, 25, 20, 44, 52, 36, 14, 63, 28, 48","32, 12, 25, 42, 7, 10, 16, 65, 18, 1, 52, 29, 47, 26, 75, 21, 62, 70, 54, 38, 4, 66, 28, 24, 34, 74, 31, 67, 53, 44, 39, 48, 17, 46, 63, 20, 35, 57, 49, 9, 2, 59, 41, 73, 56, 72, 40, 14, 37, 22, 55, 71, 13, 45, 33, 15, 68, 3, 11, 50, 23, 19, 58, 27, 69, 6, 64, 36, 5, 51, 60, 61, 30, 8, 43","4","7325547"
"42, 58, 70, 36, 54, 47, 14, 17, 43, 1, 69, 18, 33, 10, 15, 53, 19, 46, 29, 41, 12, 50, 63, 39, 51, 57, 28, 44, 34, 25, 48, 27, 40, 62, 66, 56, 71, 49, 9, 6, 75, 16, 3, 24, 20, 38, 37, 11, 2, 52, 4, 5, 31, 55, 22, 8, 32, 45, 30, 23, 72, 13, 65, 73, 7, 26, 68, 67, 59, 60, 21, 74, 35, 61, 64","39, 7, 18, 24, 20, 16, 56, 32, 3, 35, 54, 74, 27, 47, 46, 67, 11, 19, 51, 61, 36, 26, 17, 73, 53, 2, 59, 45, 42, 60, 62, 23, 69, 10, 22, 72, 21, 12, 71, 5, 65, 33, 48, 75, 31, 49, 41, 44, 57, 64, 58, 52, 68, 6, 40, 29, 34, 25, 70, 15, 66, 28, 37, 30, 38, 55, 13, 4, 14, 9, 63, 43, 50, 1, 8","4","7325547"
"13, 36, 61, 39, 18, 1, 20, 37, 4, 51, 73, 68, 2, 41, 29, 62, 50, 3, 58, 55, 53, 31, 22, 40, 14, 44, 12, 59, 48, 21, 7, 10, 57, 26, 6, 47, 25, 27, 72, 24, 16, 17, 69, 56, 67, 11, 15, 35, 33, 45, 70, 49, 65, 23, 42, 46, 38, 19, 66, 64, 54, 8, 60, 30, 43, 34, 9, 74, 63, 28, 75, 5, 71, 52, 32","69, 10, 23, 26, 44, 57, 28, 48, 49, 21, 55, 32, 34, 73, 68, 6, 20, 9, 61, 74, 62, 60, 72, 41, 7, 39, 14, 19, 31, 8, 37, 42, 13, 64, 33, 25, 30, 18, 38, 1, 4, 45, 65, 27, 51, 29, 22, 58, 53, 59, 40, 3, 66, 47, 52, 56, 67, 43, 35, 16, 5, 75, 71, 15, 24, 17, 63, 54, 12, 2, 50, 46, 11, 36, 70","4","7325547"
"32, 3, 74, 48, 57, 56, 47, 22, 70, 15, 31, 28, 18, 34, 46, 9, 66, 12, 7, 29, 16, 68, 19, 35, 67, 4, 75, 52, 14, 72, 17, 51, 73, 49, 23, 59, 61, 38, 39, 27, 2, 33, 8, 41, 37, 45, 13, 40, 21, 54, 71, 25, 62, 58, 60, 10, 30, 42, 36, 53, 20, 11, 69, 64, 50, 63, 5, 55, 44, 26, 43, 65, 24, 6, 1","69, 54, 43, 21, 18, 39, 51, 75, 32, 73, 68, 48, 70, 45, 13, 64, 46, 60, 56, 9, 67, 23, 62, 53, 50, 6, 10, 44, 3, 26, 31, 24, 38, 34, 22, 8, 42, 19, 66, 58, 11, 65, 16, 61, 36, 7, 27, 28, 30, 20, 1, 12, 52, 72, 63, 25, 35, 59, 37, 14, 40, 4, 57, 55, 15, 5, 41, 47, 2, 74, 49, 33, 17, 29, 71","7","7325547"
"34, 18, 12, 8, 29, 70, 2, 53, 27, 11, 68, 3, 1, 24, 75, 54, 30, 71, 74, 67, 38, 39, 44, 37, 4, 13, 60, 56, 28, 42, 57, 22, 48, 47, 62, 55, 9, 14, 66, 33, 65, 7, 5, 35, 32, 26, 36, 40, 23, 64, 49, 73, 20, 17, 58, 21, 45, 41, 50, 61, 6, 72, 10, 25, 19, 52, 31, 51, 16, 43, 69, 15, 46, 63, 59","53, 33, 23, 28, 11, 68, 64, 24, 13, 39, 57, 5, 65, 34, 2, 59, 8, 41, 44, 62, 6, 55, 42, 35, 14, 49, 67, 15, 45, 54, 75, 71, 50, 16, 25, 56, 19, 38, 74, 22, 48, 40, 31, 36, 47, 12, 3, 73, 9, 20, 61, 4, 46, 37, 29, 32, 43, 69, 58, 70, 17, 51, 52, 21, 1, 27, 30, 63, 66, 7, 18, 10, 60, 72, 26","5","7325547"
"53, 18, 72, 75, 51, 65, 20, 61, 37, 45, 23, 29, 52, 26, 73, 48, 10, 36, 28, 33, 13, 47, 42, 14, 15, 70, 74, 69, 19, 4, 62, 50, 3, 31, 35, 38, 64, 60, 54, 27, 41, 56, 46, 25, 71, 30, 24, 55, 5, 49, 44, 17, 11, 9, 6, 1, 68, 67, 39, 2, 7, 58, 34, 59, 8, 22, 66, 43, 57, 16, 32, 21, 40, 12, 63","24, 27, 1, 48, 32, 9, 7, 64, 11, 8, 2, 26, 44, 42, 18, 23, 73, 12, 50, 21, 16, 17, 46, 72, 10, 59, 40, 30, 43, 69, 37, 4, 35, 55, 65, 5, 38, 33, 67, 61, 63, 13, 54, 57, 45, 52, 34, 68, 6, 71, 22, 60, 66, 14, 3, 31, 49, 36, 15, 58, 39, 28, 47, 29, 62, 51, 56, 41, 75, 25, 53, 74, 70, 20, 19","2","7325547"
"32, 20, 26, 73, 52, 28, 68, 8, 43, 57, 60, 5, 12, 23, 18, 33, 22, 71, 19, 37, 75, 53, 61, 62, 2, 7, 6, 51, 45, 35, 29, 3, 49, 72, 13, 36, 38, 14, 67, 54, 27, 69, 11, 46, 56, 63, 39, 9, 42, 17, 10, 16, 34, 55, 66, 25, 70, 59, 64, 44, 65, 74, 31, 58, 4, 21, 24, 48, 40, 15, 41, 47, 1, 30, 50","24, 34, 33, 68, 42, 11, 18, 64, 20, 41, 5, 19, 69, 58, 67, 38, 1, 65, 57, 35, 49, 47, 62, 6, 12, 48, 17, 10, 56, 70, 51, 30, 2, 73, 39, 9, 59, 3, 14, 28, 40, 71, 21, 54, 26, 23, 37, 22, 50, 13, 63, 25, 74, 36, 29, 52, 4, 45, 32, 55, 66, 60, 46, 16, 7, 43, 27, 8, 15, 61, 53, 31, 72, 75, 44","4","7325547"
"72, 14, 47, 58, 33, 25, 35, 51, 17, 63, 40, 21, 49, 32, 30, 69, 23, 6, 18, 45, 19, 27, 66, 48, 20, 34, 52, 64, 13, 39, 26, 37, 43, 56, 61, 10, 1, 5, 50, 68, 73, 75, 8, 74, 2, 11, 9, 44, 41, 70, 12, 24, 54, 62, 29, 16, 53, 67, 55, 7, 60, 42, 3, 59, 71, 57, 36, 31, 4, 46, 22, 38, 65, 28, 15","30, 9, 67, 2, 39, 37, 55, 22, 27, 61, 7, 34, 71, 42, 24, 64, 72, 38, 36, 69, 57, 17, 63, 5, 73, 56, 58, 43, 54, 74, 47, 1, 35, 32, 4, 28, 18, 11, 29, 41, 33, 68, 53, 46, 13, 31, 50, 20, 14, 8, 44, 45, 65, 12, 16, 60, 51, 52, 49, 66, 10, 59, 48, 25, 75, 21, 15, 70, 19, 23, 62, 3, 26, 6, 40","4","7325547"
"62, 51, 31, 29, 9, 68, 6, 37, 5, 39, 72, 75, 14, 54, 18, 13, 63, 36, 12, 1, 53, 56, 3, 8, 74, 52, 27, 46, 49, 21, 44, 16, 59, 25, 20, 58, 33, 17, 55, 7, 45, 73, 42, 38, 28, 26, 64, 67, 65, 69, 40, 23, 19, 71, 34, 4, 22, 35, 15, 43, 11, 66, 10, 48, 47, 2, 50, 24, 32, 60, 70, 30, 61, 41, 57","45, 67, 6, 7, 22, 10, 37, 20, 56, 30, 18, 28, 75, 34, 68, 41, 42, 4, 21, 11, 69, 14, 52, 48, 58, 19, 70, 15, 12, 29, 5, 23, 31, 61, 74, 71, 24, 55, 8, 3, 43, 16, 72, 59, 53, 2, 26, 47, 63, 57, 36, 13, 62, 66, 9, 73, 46, 51, 25, 38, 39, 54, 65, 32, 27, 60, 44, 17, 40, 50, 35, 49, 64, 1, 33","3","7325547"
"70, 75, 36, 43, 8, 17, 34, 62, 71, 37, 65, 5, 57, 4, 2, 63, 66, 13, 45, 28, 19, 12, 21, 25, 53, 14, 51, 69, 67, 20, 23, 44, 22, 41, 1, 26, 38, 39, 24, 58, 68, 74, 49, 33, 16, 11, 48, 32, 55, 3, 10, 42, 73, 27, 31, 54, 59, 29, 60, 50, 7, 52, 40, 6, 18, 9, 64, 15, 72, 35, 56, 61, 30, 46, 47","12, 15, 68, 31, 11, 56, 67, 10, 69, 50, 57, 75, 44, 21, 71, 35, 74, 63, 6, 25, 37, 23, 4, 65, 46, 7, 41, 17, 62, 3, 26, 38, 45, 13, 19, 53, 51, 24, 58, 22, 72, 16, 9, 40, 70, 34, 29, 54, 47, 1, 33, 59, 49, 18, 5, 48, 60, 8, 55, 27, 42, 39, 36, 64, 2, 20, 61, 73, 32, 14, 66, 30, 43, 52, 28","4","7325547"
"26, 3, 18, 66, 62, 37, 24, 44, 42, 15, 64, 31, 50, 70, 63, 17, 22, 56, 27, 16, 59, 2, 55, 58, 28, 13, 43, 1, 8, 12, 61, 48, 39, 53, 7, 35, 21, 36, 32, 23, 5, 40, 51, 46, 60, 71, 41, 74, 68, 38, 4, 47, 67, 49, 57, 73, 54, 6, 11, 30, 72, 29, 65, 10, 45, 34, 20, 25, 19, 9, 33, 69, 52, 14, 75","33, 68, 11, 72, 73, 13, 51, 75, 34, 60, 69, 5, 43, 25, 38, 18, 47, 44, 57, 36, 62, 58, 14, 27, 52, 21, 16, 41, 50, 67, 20, 63, 30, 64, 71, 42, 3, 9, 1, 24, 7, 17, 55, 37, 70, 35, 26, 48, 74, 6, 59, 12, 29, 53, 46, 15, 40, 66, 31, 23, 19, 56, 22, 39, 10, 61, 28, 65, 4, 54, 2, 8, 49, 45, 32","3","7325547"
"14, 68, 11, 56, 5, 25, 71, 28, 37, 19, 30, 35, 22, 21, 65, 53, 64, 49, 17, 26, 12, 44, 15, 4, 9, 40, 2, 43, 54, 67, 41, 61, 29, 51, 33, 3, 38, 32, 46, 27, 18, 13, 24, 16, 72, 23, 6, 59, 52, 60, 36, 55, 50, 31, 66, 7, 20, 48, 70, 58, 42, 39, 63, 45, 57, 74, 69, 34, 8, 47, 10, 1, 73, 62, 75","25, 48, 54, 11, 73, 44, 17, 14, 70, 72, 20, 37, 55, 60, 52, 23, 69, 34, 7, 3, 57, 61, 4, 59, 46, 51, 74, 22, 39, 45, 31, 64, 21, 26, 27, 75, 56, 28, 13, 10, 66, 50, 30, 58, 67, 18, 9, 6, 38, 1, 19, 43, 5, 53, 62, 49, 36, 65, 63, 32, 68, 41, 47, 71, 16, 33, 8, 24, 2, 15, 29, 35, 42, 12, 40","4","7325547"
