"sigma_o","sigma_x","Number of Components","Seed"
"43, 1, 88, 48, 45, 74, 54, 91, 22, 7, 25, 19, 26, 21, 93, 92, 46, 28, 69, 44, 11, 98, 31, 66, 84, 95, 29, 96, 18, 16, 79, 47, 12, 41, 42, 94, 50, 87, 55, 64, 24, 51, 62, 33, 38, 78, 89, 56, 97, 80, 6, 75, 68, 86, 52, 85, 72, 5, 10, 57, 83, 13, 39, 65, 17, 27, 59, 15, 67, 77, 9, 20, 8, 30, 49, 61, 99, 73, 82, 60, 23, 14, 58, 90, 4, 2, 81, 35, 76, 100, 36, 63, 70, 32, 53, 3, 37, 40, 34, 71","86, 58, 98, 78, 42, 59, 24, 85, 23, 84, 4, 54, 63, 20, 1, 19, 93, 97, 90, 52, 10, 100, 25, 28, 29, 79, 82, 65, 43, 88, 8, 32, 36, 69, 17, 73, 64, 57, 12, 45, 76, 80, 47, 50, 9, 56, 16, 94, 37, 22, 95, 35, 62, 51, 99, 34, 14, 44, 91, 27, 81, 89, 72, 3, 26, 7, 21, 5, 70, 38, 71, 18, 48, 46, 41, 74, 60, 33, 96, 87, 68, 83, 15, 77, 53, 55, 31, 39, 49, 66, 30, 67, 6, 40, 61, 11, 2, 13, 75, 92","3","4873077"
"39, 18, 32, 90, 37, 25, 47, 31, 15, 81, 57, 78, 48, 8, 83, 100, 33, 58, 22, 62, 88, 30, 68, 41, 97, 35, 16, 10, 87, 80, 34, 89, 45, 59, 9, 82, 2, 21, 7, 74, 98, 60, 61, 49, 11, 20, 73, 94, 56, 6, 50, 12, 38, 51, 77, 17, 96, 5, 99, 14, 42, 44, 54, 13, 40, 95, 66, 27, 36, 63, 19, 4, 23, 67, 29, 69, 46, 71, 64, 72, 53, 93, 65, 85, 86, 24, 55, 28, 92, 76, 43, 26, 91, 3, 70, 84, 52, 79, 1, 75","78, 74, 12, 70, 51, 63, 92, 98, 5, 86, 6, 55, 25, 84, 58, 67, 72, 11, 61, 21, 75, 57, 93, 47, 53, 2, 28, 76, 9, 20, 60, 23, 49, 82, 36, 22, 39, 7, 3, 91, 27, 97, 79, 87, 73, 48, 35, 71, 15, 4, 56, 10, 90, 77, 65, 8, 29, 30, 68, 80, 99, 66, 31, 96, 13, 43, 95, 81, 40, 54, 85, 38, 16, 32, 33, 46, 1, 14, 50, 34, 89, 19, 64, 18, 62, 59, 83, 41, 17, 24, 69, 100, 45, 26, 44, 42, 88, 52, 94, 37","3","4873077"
"93, 9, 14, 90, 85, 89, 92, 88, 65, 26, 43, 86, 78, 45, 51, 16, 64, 70, 21, 25, 48, 29, 4, 23, 95, 75, 44, 81, 69, 57, 41, 55, 17, 11, 42, 83, 31, 76, 72, 74, 2, 98, 15, 36, 94, 60, 27, 52, 47, 19, 33, 6, 22, 66, 91, 7, 100, 8, 12, 49, 18, 77, 37, 30, 28, 3, 80, 5, 61, 13, 58, 10, 68, 35, 73, 50, 54, 38, 40, 67, 96, 59, 24, 71, 87, 56, 82, 39, 84, 62, 20, 1, 63, 79, 32, 97, 99, 34, 53, 46","25, 71, 57, 38, 39, 76, 28, 16, 68, 79, 61, 62, 31, 92, 87, 24, 44, 32, 29, 67, 64, 18, 7, 9, 21, 42, 94, 100, 41, 95, 5, 1, 22, 56, 58, 4, 81, 51, 88, 50, 11, 60, 77, 37, 47, 23, 93, 75, 90, 78, 98, 96, 30, 55, 84, 43, 20, 17, 27, 91, 86, 45, 85, 74, 2, 97, 49, 89, 19, 34, 70, 53, 69, 54, 8, 73, 36, 72, 46, 80, 26, 52, 6, 83, 99, 10, 13, 82, 63, 33, 59, 40, 66, 15, 3, 12, 65, 48, 14, 35","3","4873077"
"76, 35, 64, 12, 98, 71, 83, 62, 49, 56, 57, 31, 9, 82, 43, 7, 33, 88, 67, 26, 23, 54, 29, 87, 97, 63, 93, 51, 22, 72, 24, 92, 40, 15, 34, 46, 50, 20, 65, 17, 53, 16, 2, 75, 66, 25, 6, 42, 19, 90, 30, 39, 69, 68, 79, 81, 52, 80, 8, 4, 41, 3, 11, 44, 100, 77, 73, 27, 47, 84, 60, 89, 99, 10, 96, 86, 21, 78, 85, 14, 95, 61, 45, 32, 38, 70, 1, 37, 74, 58, 18, 28, 13, 5, 94, 91, 55, 36, 59, 48","41, 100, 55, 99, 80, 66, 39, 64, 35, 58, 25, 16, 65, 67, 88, 83, 47, 87, 49, 68, 24, 43, 77, 63, 96, 56, 13, 6, 19, 5, 1, 38, 95, 48, 90, 3, 51, 89, 21, 93, 12, 82, 52, 81, 29, 26, 27, 9, 23, 45, 40, 30, 2, 94, 36, 37, 4, 10, 92, 59, 17, 86, 69, 14, 73, 20, 57, 84, 79, 85, 32, 33, 72, 70, 22, 60, 62, 74, 11, 31, 42, 54, 46, 98, 91, 18, 8, 15, 44, 7, 78, 97, 71, 50, 76, 34, 28, 53, 75, 61","1","4873077"
"56, 26, 47, 23, 16, 8, 30, 28, 38, 75, 6, 62, 67, 72, 65, 32, 3, 39, 41, 97, 86, 44, 57, 21, 95, 20, 48, 5, 84, 52, 81, 66, 27, 63, 70, 60, 25, 100, 59, 42, 74, 37, 79, 22, 24, 91, 11, 50, 55, 12, 99, 10, 68, 71, 15, 4, 83, 94, 53, 90, 69, 77, 88, 34, 13, 17, 73, 40, 36, 80, 45, 43, 89, 49, 29, 14, 78, 76, 64, 98, 93, 96, 82, 19, 85, 87, 1, 54, 7, 33, 58, 46, 61, 9, 92, 2, 18, 31, 51, 35","82, 8, 5, 4, 24, 23, 70, 88, 76, 21, 63, 11, 47, 57, 62, 6, 91, 3, 7, 44, 13, 40, 61, 79, 16, 87, 20, 71, 90, 72, 96, 32, 33, 92, 89, 31, 95, 73, 52, 14, 37, 45, 28, 65, 9, 85, 67, 18, 17, 97, 69, 80, 77, 58, 41, 48, 51, 34, 100, 60, 78, 29, 66, 42, 26, 99, 49, 94, 64, 46, 39, 81, 12, 54, 98, 93, 19, 53, 86, 84, 15, 50, 43, 35, 27, 38, 2, 59, 25, 30, 1, 10, 22, 55, 83, 56, 68, 36, 75, 74","4","4873077"
"65, 10, 69, 38, 22, 46, 48, 45, 13, 37, 1, 93, 91, 44, 16, 25, 26, 79, 27, 90, 59, 78, 7, 28, 43, 89, 31, 62, 42, 73, 2, 41, 97, 9, 4, 17, 14, 32, 85, 84, 5, 8, 72, 81, 99, 49, 88, 92, 87, 6, 40, 70, 76, 94, 23, 67, 98, 51, 53, 58, 18, 15, 68, 60, 82, 21, 50, 34, 75, 12, 54, 61, 55, 30, 80, 56, 19, 86, 71, 24, 96, 64, 35, 3, 100, 29, 52, 20, 33, 95, 66, 74, 47, 11, 77, 57, 39, 83, 36, 63","28, 76, 45, 69, 3, 59, 50, 80, 22, 30, 90, 100, 64, 17, 38, 82, 51, 92, 49, 21, 13, 85, 78, 15, 53, 19, 87, 84, 66, 56, 70, 29, 88, 83, 16, 25, 32, 98, 14, 60, 18, 91, 40, 8, 6, 96, 7, 24, 12, 37, 36, 11, 75, 93, 39, 34, 77, 33, 62, 97, 31, 94, 52, 86, 1, 46, 27, 41, 42, 67, 9, 79, 73, 74, 89, 99, 57, 43, 55, 4, 61, 72, 2, 47, 81, 20, 48, 58, 26, 44, 10, 5, 23, 65, 63, 68, 95, 71, 54, 35","6","4873077"
"24, 77, 69, 44, 25, 94, 65, 7, 78, 12, 98, 47, 87, 29, 100, 84, 89, 10, 19, 1, 14, 85, 71, 5, 52, 4, 88, 46, 16, 27, 41, 30, 68, 79, 32, 76, 67, 35, 31, 36, 99, 50, 60, 95, 90, 61, 83, 93, 28, 81, 26, 96, 11, 70, 20, 97, 80, 58, 40, 63, 53, 17, 15, 49, 86, 6, 74, 66, 37, 59, 22, 9, 91, 39, 8, 57, 21, 56, 92, 82, 48, 3, 13, 23, 33, 45, 75, 72, 64, 38, 55, 43, 62, 42, 18, 2, 73, 51, 54, 34","99, 8, 83, 16, 39, 45, 5, 44, 68, 15, 29, 35, 66, 54, 95, 57, 84, 72, 2, 97, 86, 49, 75, 3, 37, 41, 46, 17, 100, 19, 76, 59, 80, 10, 78, 64, 1, 79, 7, 85, 91, 28, 50, 92, 74, 98, 94, 9, 56, 34, 67, 30, 77, 52, 43, 87, 55, 47, 25, 69, 26, 36, 6, 18, 82, 33, 53, 22, 96, 27, 21, 65, 11, 88, 93, 4, 90, 40, 70, 31, 81, 32, 51, 73, 23, 58, 14, 71, 20, 62, 48, 42, 13, 38, 60, 89, 12, 63, 24, 61","5","4873077"
"79, 10, 51, 63, 49, 68, 42, 98, 61, 5, 100, 28, 60, 65, 30, 40, 59, 55, 1, 20, 43, 81, 96, 29, 89, 62, 37, 97, 85, 50, 36, 16, 48, 3, 19, 76, 80, 75, 47, 78, 71, 93, 32, 94, 83, 58, 54, 73, 56, 70, 11, 15, 35, 88, 67, 27, 14, 86, 64, 21, 6, 24, 39, 22, 72, 92, 84, 12, 90, 46, 13, 99, 4, 74, 17, 91, 66, 95, 25, 77, 44, 57, 31, 87, 41, 26, 34, 52, 69, 7, 38, 23, 82, 9, 33, 53, 18, 8, 2, 45","68, 20, 53, 94, 44, 70, 88, 54, 80, 8, 99, 37, 23, 13, 96, 76, 39, 73, 9, 49, 30, 22, 65, 2, 57, 34, 43, 4, 66, 15, 92, 17, 18, 26, 48, 41, 19, 29, 1, 12, 77, 14, 84, 40, 27, 69, 16, 83, 89, 61, 46, 71, 90, 32, 25, 35, 81, 60, 62, 59, 72, 6, 79, 67, 11, 51, 93, 98, 21, 95, 78, 52, 97, 75, 10, 45, 7, 100, 91, 87, 24, 38, 47, 55, 64, 82, 3, 85, 74, 58, 5, 33, 31, 42, 86, 63, 50, 56, 28, 36","6","4873077"
"56, 100, 95, 9, 76, 16, 36, 53, 83, 6, 26, 93, 2, 17, 71, 1, 85, 88, 86, 30, 91, 99, 63, 20, 60, 44, 75, 3, 19, 29, 40, 7, 12, 5, 68, 4, 67, 65, 8, 73, 21, 25, 64, 57, 35, 11, 42, 66, 84, 43, 41, 46, 24, 50, 74, 34, 92, 59, 72, 81, 62, 22, 69, 58, 23, 37, 80, 79, 38, 61, 32, 48, 27, 13, 98, 39, 97, 18, 96, 78, 90, 51, 89, 52, 47, 82, 31, 94, 49, 70, 15, 45, 28, 10, 87, 54, 77, 33, 14, 55","52, 33, 38, 92, 59, 97, 62, 34, 2, 42, 48, 49, 36, 72, 10, 47, 25, 76, 67, 20, 75, 37, 45, 11, 89, 77, 23, 64, 54, 46, 80, 50, 95, 90, 65, 87, 19, 96, 3, 98, 24, 51, 91, 79, 81, 7, 93, 28, 43, 40, 5, 1, 6, 100, 15, 22, 17, 71, 27, 66, 69, 8, 60, 68, 30, 9, 88, 99, 84, 82, 57, 70, 26, 18, 41, 78, 16, 32, 21, 31, 94, 56, 83, 58, 53, 12, 86, 55, 4, 35, 63, 44, 73, 74, 85, 61, 14, 13, 39, 29","5","4873077"
"14, 88, 61, 96, 71, 93, 7, 82, 15, 90, 35, 11, 13, 9, 52, 8, 21, 50, 75, 72, 4, 91, 34, 86, 66, 63, 79, 100, 38, 89, 48, 80, 18, 78, 22, 59, 70, 36, 39, 27, 47, 94, 17, 32, 58, 65, 69, 25, 26, 95, 68, 46, 16, 64, 10, 5, 57, 62, 76, 23, 42, 55, 1, 81, 87, 37, 83, 44, 31, 41, 99, 54, 43, 28, 92, 45, 49, 3, 67, 60, 2, 6, 97, 12, 84, 19, 33, 73, 53, 74, 40, 20, 85, 29, 98, 77, 30, 56, 51, 24","39, 50, 12, 10, 14, 21, 30, 23, 18, 48, 68, 53, 35, 52, 36, 59, 13, 92, 37, 78, 24, 42, 93, 16, 94, 54, 60, 3, 87, 17, 33, 27, 97, 55, 5, 29, 67, 38, 45, 61, 98, 71, 47, 69, 9, 2, 85, 72, 96, 1, 44, 100, 84, 32, 66, 56, 19, 95, 25, 62, 76, 26, 7, 58, 75, 20, 8, 64, 83, 51, 31, 99, 90, 11, 88, 74, 46, 89, 80, 6, 73, 82, 43, 28, 22, 41, 79, 86, 63, 77, 70, 91, 40, 81, 34, 65, 15, 4, 49, 57","3","4873077"
"51, 26, 4, 29, 12, 93, 9, 54, 42, 19, 55, 92, 57, 58, 56, 36, 98, 45, 97, 79, 21, 37, 72, 43, 18, 24, 20, 78, 95, 83, 74, 67, 76, 17, 63, 16, 50, 41, 47, 8, 2, 85, 46, 88, 7, 81, 11, 22, 30, 13, 64, 28, 65, 82, 69, 86, 27, 48, 35, 87, 53, 49, 5, 40, 60, 100, 34, 94, 70, 32, 61, 62, 96, 23, 38, 10, 77, 91, 84, 25, 90, 6, 59, 14, 3, 39, 52, 71, 68, 80, 31, 99, 75, 73, 89, 1, 15, 66, 44, 33","78, 24, 100, 92, 32, 86, 43, 62, 77, 84, 54, 99, 31, 18, 87, 45, 58, 14, 30, 26, 71, 67, 4, 70, 85, 55, 90, 60, 19, 88, 64, 94, 59, 38, 35, 3, 10, 53, 27, 21, 56, 66, 13, 33, 11, 17, 2, 81, 75, 89, 23, 25, 69, 73, 39, 93, 79, 61, 29, 51, 37, 50, 65, 5, 9, 95, 72, 91, 48, 57, 47, 98, 40, 6, 63, 74, 46, 49, 15, 1, 8, 34, 80, 28, 36, 42, 97, 96, 76, 52, 7, 20, 12, 22, 82, 83, 44, 68, 41, 16","5","4873077"
"89, 52, 85, 63, 78, 74, 69, 92, 3, 53, 47, 88, 48, 17, 24, 91, 79, 4, 46, 72, 66, 6, 90, 37, 96, 55, 26, 27, 87, 18, 31, 5, 58, 76, 16, 35, 21, 77, 93, 68, 41, 82, 33, 28, 99, 61, 29, 13, 32, 60, 73, 49, 36, 80, 40, 97, 23, 38, 42, 56, 19, 20, 45, 9, 95, 22, 8, 7, 81, 34, 65, 67, 86, 84, 57, 10, 2, 94, 14, 43, 39, 25, 98, 83, 44, 1, 70, 30, 75, 50, 15, 71, 12, 51, 62, 59, 100, 64, 11, 54","98, 50, 28, 89, 41, 87, 1, 70, 56, 69, 73, 20, 19, 35, 8, 39, 43, 17, 75, 45, 3, 60, 10, 78, 100, 42, 18, 57, 22, 58, 37, 83, 96, 68, 51, 23, 81, 79, 47, 88, 91, 67, 62, 9, 33, 21, 99, 85, 66, 2, 59, 74, 77, 4, 36, 63, 24, 55, 97, 34, 31, 40, 72, 29, 26, 46, 52, 49, 44, 82, 11, 84, 30, 5, 64, 90, 38, 95, 7, 80, 13, 12, 16, 93, 6, 25, 61, 54, 48, 32, 92, 76, 15, 27, 86, 53, 14, 94, 71, 65","3","4873077"
"14, 62, 59, 63, 46, 100, 3, 87, 13, 30, 36, 45, 24, 38, 79, 82, 71, 58, 74, 64, 81, 47, 86, 32, 76, 19, 15, 1, 65, 33, 93, 35, 49, 61, 11, 89, 66, 80, 39, 2, 94, 5, 95, 22, 50, 16, 90, 99, 8, 54, 41, 42, 27, 4, 6, 72, 56, 98, 48, 97, 40, 51, 69, 44, 18, 70, 10, 31, 73, 92, 91, 29, 25, 43, 23, 7, 88, 68, 12, 60, 9, 53, 34, 28, 26, 20, 84, 67, 78, 77, 37, 83, 75, 21, 85, 96, 57, 52, 55, 17","58, 16, 95, 6, 37, 76, 63, 14, 79, 62, 17, 100, 38, 46, 47, 86, 25, 74, 88, 33, 53, 9, 64, 27, 77, 54, 75, 72, 60, 19, 11, 67, 2, 69, 85, 82, 18, 55, 71, 87, 68, 10, 23, 1, 30, 50, 65, 22, 43, 80, 40, 97, 49, 98, 12, 36, 78, 61, 45, 26, 32, 91, 93, 13, 99, 89, 29, 96, 4, 28, 48, 31, 42, 21, 51, 92, 83, 81, 15, 57, 35, 34, 7, 70, 41, 90, 94, 5, 39, 20, 3, 44, 56, 24, 52, 66, 8, 59, 84, 73","3","4873077"
"10, 59, 87, 70, 79, 65, 34, 95, 72, 47, 38, 1, 32, 89, 71, 22, 3, 36, 61, 50, 92, 100, 12, 37, 40, 11, 99, 13, 54, 60, 76, 26, 97, 14, 68, 5, 82, 30, 94, 96, 9, 84, 91, 17, 58, 42, 62, 39, 74, 16, 88, 49, 45, 2, 81, 57, 20, 48, 51, 35, 28, 83, 90, 80, 98, 18, 86, 93, 75, 4, 55, 52, 43, 8, 23, 64, 73, 27, 46, 21, 29, 67, 44, 69, 19, 6, 78, 7, 63, 85, 56, 41, 31, 24, 66, 33, 77, 53, 15, 25","39, 94, 61, 42, 13, 57, 90, 68, 100, 16, 24, 49, 74, 66, 73, 98, 97, 47, 20, 86, 52, 79, 9, 63, 6, 36, 64, 54, 14, 28, 17, 60, 32, 18, 84, 48, 44, 58, 50, 30, 77, 80, 4, 37, 67, 26, 43, 27, 23, 31, 12, 85, 51, 11, 92, 34, 53, 78, 75, 72, 46, 2, 3, 10, 76, 69, 55, 59, 29, 35, 96, 22, 95, 70, 25, 33, 62, 40, 87, 81, 88, 1, 8, 91, 21, 83, 15, 19, 65, 56, 41, 71, 89, 82, 93, 38, 99, 45, 7, 5","4","4873077"
"92, 26, 47, 69, 8, 16, 55, 63, 7, 9, 89, 67, 76, 12, 70, 11, 94, 18, 43, 48, 38, 88, 4, 56, 93, 65, 77, 90, 73, 45, 34, 83, 100, 30, 49, 33, 57, 98, 81, 68, 21, 46, 5, 6, 52, 32, 64, 75, 2, 97, 80, 25, 24, 31, 39, 84, 10, 40, 60, 59, 13, 72, 79, 99, 3, 66, 23, 54, 78, 74, 44, 53, 19, 82, 86, 95, 71, 14, 27, 91, 17, 62, 50, 96, 41, 85, 61, 15, 28, 35, 87, 1, 29, 42, 51, 36, 58, 20, 37, 22","74, 3, 12, 38, 78, 14, 7, 66, 79, 72, 4, 44, 37, 71, 98, 84, 75, 69, 62, 100, 81, 6, 35, 2, 97, 64, 52, 55, 46, 51, 40, 92, 83, 61, 8, 50, 30, 28, 88, 57, 22, 53, 85, 41, 13, 42, 16, 90, 87, 95, 86, 91, 34, 73, 82, 70, 67, 25, 5, 21, 80, 93, 11, 29, 24, 65, 31, 23, 9, 49, 63, 68, 94, 39, 15, 58, 45, 54, 33, 43, 96, 10, 32, 60, 36, 99, 48, 77, 20, 27, 76, 56, 18, 17, 1, 19, 89, 47, 59, 26","3","4873077"
"59, 21, 10, 22, 30, 65, 53, 54, 11, 31, 35, 60, 9, 14, 33, 71, 49, 80, 4, 82, 50, 8, 93, 66, 47, 68, 34, 58, 57, 74, 62, 25, 44, 84, 92, 100, 18, 42, 28, 90, 48, 69, 61, 32, 24, 77, 1, 52, 16, 89, 45, 97, 85, 2, 94, 23, 79, 26, 72, 17, 46, 39, 15, 98, 12, 78, 81, 64, 43, 3, 96, 91, 19, 51, 27, 37, 6, 63, 40, 70, 7, 87, 5, 73, 38, 55, 88, 13, 83, 76, 41, 99, 75, 95, 56, 29, 86, 20, 36, 67","71, 29, 25, 51, 64, 7, 79, 49, 35, 56, 87, 84, 39, 12, 90, 62, 37, 32, 69, 2, 41, 26, 4, 54, 22, 30, 11, 53, 16, 17, 50, 19, 88, 1, 44, 58, 81, 67, 48, 47, 21, 63, 100, 38, 68, 83, 74, 46, 45, 73, 66, 92, 94, 70, 24, 33, 15, 42, 61, 95, 93, 5, 6, 99, 91, 82, 89, 55, 76, 23, 27, 96, 80, 78, 28, 31, 3, 13, 52, 65, 36, 72, 20, 8, 9, 57, 60, 86, 14, 77, 18, 97, 34, 98, 59, 40, 75, 43, 85, 10","2","4873077"
"39, 20, 45, 88, 100, 26, 12, 80, 98, 30, 2, 21, 59, 43, 48, 36, 96, 92, 89, 79, 93, 4, 85, 46, 44, 49, 73, 38, 13, 61, 6, 91, 76, 58, 65, 66, 9, 54, 53, 41, 56, 18, 10, 14, 51, 71, 47, 86, 94, 97, 84, 64, 52, 42, 75, 23, 82, 63, 62, 37, 72, 15, 27, 60, 19, 69, 5, 33, 17, 77, 81, 3, 87, 22, 35, 1, 99, 25, 74, 50, 7, 68, 11, 32, 40, 24, 57, 67, 78, 29, 95, 55, 16, 31, 83, 34, 70, 28, 90, 8","33, 6, 65, 82, 67, 83, 42, 3, 12, 23, 38, 37, 78, 88, 73, 41, 15, 52, 96, 48, 31, 100, 84, 69, 40, 71, 92, 17, 16, 29, 91, 39, 51, 47, 2, 99, 22, 8, 66, 5, 94, 81, 32, 63, 19, 34, 20, 4, 57, 75, 70, 80, 45, 89, 49, 64, 76, 43, 9, 55, 79, 77, 97, 98, 35, 7, 95, 93, 56, 87, 24, 58, 68, 14, 74, 61, 53, 62, 60, 36, 59, 30, 46, 13, 10, 18, 54, 86, 72, 27, 1, 50, 11, 28, 21, 44, 85, 90, 26, 25","5","4873077"
"88, 13, 36, 64, 92, 46, 43, 85, 8, 63, 77, 30, 71, 1, 22, 28, 38, 83, 99, 75, 49, 44, 90, 7, 76, 67, 29, 19, 86, 55, 62, 69, 16, 2, 94, 74, 11, 68, 65, 82, 35, 59, 87, 51, 50, 96, 48, 18, 31, 12, 80, 54, 41, 93, 23, 81, 60, 58, 26, 39, 32, 79, 57, 61, 4, 91, 42, 95, 20, 47, 53, 25, 14, 56, 10, 84, 78, 27, 45, 52, 9, 33, 97, 5, 6, 24, 98, 73, 17, 70, 37, 100, 40, 34, 66, 89, 15, 3, 21, 72","85, 74, 95, 48, 12, 86, 1, 43, 91, 11, 65, 45, 59, 34, 62, 24, 28, 29, 61, 92, 79, 56, 83, 70, 93, 58, 40, 67, 99, 2, 63, 51, 20, 19, 38, 96, 18, 6, 72, 5, 37, 94, 35, 33, 84, 80, 75, 13, 54, 44, 23, 76, 90, 7, 66, 50, 46, 55, 68, 88, 98, 25, 97, 82, 31, 41, 16, 57, 73, 71, 64, 49, 78, 60, 27, 8, 89, 10, 15, 4, 22, 36, 42, 3, 69, 53, 100, 77, 47, 21, 9, 81, 30, 17, 32, 14, 39, 52, 87, 26","6","4873077"
"79, 84, 2, 86, 59, 3, 32, 38, 6, 30, 90, 31, 85, 89, 46, 40, 44, 17, 28, 73, 91, 39, 15, 68, 97, 18, 77, 5, 92, 57, 20, 53, 25, 8, 65, 83, 13, 10, 55, 29, 37, 48, 1, 99, 4, 54, 56, 87, 96, 12, 22, 36, 94, 21, 64, 42, 62, 76, 72, 7, 33, 9, 80, 49, 27, 50, 69, 71, 52, 61, 14, 81, 41, 35, 34, 23, 51, 45, 88, 95, 78, 58, 75, 100, 26, 98, 47, 74, 66, 63, 60, 11, 70, 82, 93, 43, 67, 24, 19, 16","25, 3, 48, 92, 71, 8, 22, 95, 52, 81, 31, 58, 50, 10, 30, 36, 77, 83, 23, 54, 75, 66, 41, 20, 33, 28, 29, 4, 98, 79, 19, 18, 82, 87, 44, 13, 21, 68, 45, 53, 86, 26, 32, 56, 24, 88, 47, 27, 59, 65, 57, 67, 72, 34, 14, 7, 2, 1, 64, 49, 35, 80, 46, 89, 16, 17, 78, 39, 96, 37, 85, 6, 61, 42, 51, 40, 9, 63, 91, 94, 84, 69, 38, 5, 62, 43, 100, 90, 15, 70, 93, 97, 11, 12, 73, 76, 74, 60, 55, 99","3","4873077"
"56, 86, 46, 97, 91, 7, 42, 76, 78, 29, 54, 66, 71, 24, 84, 80, 89, 82, 48, 19, 30, 53, 35, 49, 99, 94, 34, 32, 36, 47, 20, 63, 90, 15, 26, 83, 28, 18, 44, 9, 2, 38, 17, 55, 58, 5, 64, 62, 33, 51, 72, 43, 8, 81, 37, 73, 95, 93, 27, 70, 6, 40, 23, 79, 60, 87, 59, 74, 88, 41, 3, 45, 96, 92, 65, 69, 21, 52, 11, 31, 75, 4, 22, 1, 10, 61, 77, 85, 13, 68, 39, 25, 98, 16, 50, 100, 12, 14, 57, 67","52, 2, 84, 28, 13, 78, 39, 51, 30, 79, 37, 48, 80, 3, 42, 73, 45, 91, 53, 18, 75, 88, 70, 98, 8, 87, 22, 64, 94, 67, 89, 57, 16, 34, 86, 82, 11, 38, 7, 100, 6, 96, 74, 92, 71, 20, 66, 76, 72, 23, 90, 54, 9, 62, 15, 59, 19, 46, 31, 33, 99, 43, 21, 65, 36, 97, 35, 24, 47, 10, 29, 56, 61, 44, 17, 83, 26, 49, 50, 68, 1, 58, 60, 32, 40, 41, 12, 27, 81, 4, 25, 69, 77, 5, 63, 85, 55, 95, 14, 93","3","4873077"
"95, 41, 100, 2, 3, 62, 36, 88, 26, 94, 99, 86, 34, 83, 19, 4, 23, 24, 17, 54, 80, 29, 21, 98, 96, 65, 14, 60, 74, 81, 33, 18, 48, 87, 27, 35, 8, 71, 44, 89, 78, 9, 22, 84, 16, 15, 76, 63, 31, 43, 11, 13, 73, 67, 47, 59, 51, 46, 5, 37, 38, 52, 32, 57, 85, 1, 12, 28, 69, 30, 49, 25, 53, 61, 77, 82, 7, 6, 68, 90, 20, 70, 66, 64, 72, 75, 97, 92, 55, 42, 45, 91, 79, 93, 40, 50, 39, 56, 58, 10","33, 9, 97, 71, 38, 29, 19, 96, 88, 51, 79, 75, 72, 21, 76, 60, 32, 37, 39, 14, 28, 27, 3, 26, 80, 11, 36, 40, 1, 15, 78, 34, 25, 7, 95, 13, 57, 17, 43, 59, 22, 18, 69, 48, 92, 30, 44, 89, 68, 91, 54, 86, 77, 100, 83, 65, 55, 16, 58, 49, 45, 41, 12, 61, 8, 5, 23, 70, 62, 35, 82, 46, 74, 20, 52, 53, 10, 4, 99, 66, 81, 94, 93, 63, 6, 84, 47, 56, 67, 85, 42, 64, 98, 87, 90, 31, 24, 2, 50, 73","5","4873077"
"40, 25, 42, 16, 55, 59, 90, 87, 99, 13, 62, 51, 69, 92, 54, 45, 81, 61, 32, 43, 80, 11, 96, 24, 64, 60, 65, 78, 84, 37, 38, 36, 17, 67, 44, 1, 39, 29, 47, 27, 4, 21, 93, 8, 33, 7, 34, 88, 23, 57, 18, 10, 98, 53, 74, 56, 58, 95, 46, 50, 20, 72, 70, 97, 76, 73, 82, 2, 30, 9, 94, 52, 89, 26, 14, 41, 77, 91, 12, 71, 6, 83, 68, 48, 31, 75, 49, 28, 19, 35, 85, 86, 5, 15, 66, 22, 100, 79, 63, 3","18, 46, 31, 33, 79, 87, 45, 56, 4, 86, 96, 52, 62, 80, 37, 85, 64, 6, 61, 89, 99, 43, 57, 55, 73, 5, 28, 68, 72, 36, 92, 59, 29, 24, 41, 54, 50, 51, 16, 66, 58, 20, 40, 67, 69, 100, 48, 3, 38, 95, 19, 23, 10, 76, 91, 1, 27, 75, 47, 42, 34, 93, 12, 63, 22, 2, 70, 97, 82, 39, 65, 7, 30, 11, 25, 9, 49, 84, 44, 17, 74, 32, 94, 71, 90, 35, 15, 83, 13, 81, 26, 53, 78, 8, 14, 60, 77, 21, 88, 98","5","4873077"
"29, 9, 33, 53, 68, 86, 70, 65, 10, 1, 59, 12, 13, 73, 17, 97, 34, 66, 3, 7, 42, 74, 40, 5, 77, 75, 14, 50, 71, 92, 91, 88, 80, 90, 28, 67, 58, 79, 4, 98, 54, 61, 15, 69, 96, 2, 22, 89, 55, 51, 25, 31, 76, 36, 81, 18, 26, 39, 94, 35, 27, 20, 49, 47, 21, 11, 24, 100, 45, 60, 38, 78, 32, 93, 72, 19, 82, 16, 6, 62, 84, 8, 46, 52, 43, 44, 48, 83, 56, 63, 23, 99, 41, 87, 85, 37, 95, 64, 57, 30","12, 32, 7, 23, 79, 49, 64, 70, 16, 52, 48, 51, 39, 37, 62, 63, 31, 56, 93, 6, 92, 22, 82, 27, 33, 1, 11, 84, 14, 15, 18, 100, 96, 71, 38, 45, 29, 35, 98, 4, 66, 85, 9, 97, 83, 43, 65, 68, 8, 77, 34, 24, 80, 86, 91, 99, 54, 36, 30, 5, 90, 81, 88, 41, 73, 95, 25, 19, 94, 55, 72, 44, 46, 50, 57, 10, 40, 75, 26, 74, 59, 28, 21, 61, 42, 2, 3, 47, 78, 69, 67, 89, 76, 53, 13, 20, 58, 17, 60, 87","11","4873077"
