"sigma_o","sigma_x","Number of Components","Seed"
"30, 47, 58, 10, 38, 17, 75, 65, 49, 36, 9, 16, 20, 61, 2, 69, 11, 73, 25, 12, 41, 62, 59, 6, 29, 39, 40, 5, 8, 53, 60, 22, 55, 14, 28, 3, 24, 4, 71, 42, 23, 66, 32, 70, 74, 19, 1, 63, 67, 72, 27, 54, 34, 15, 64, 68, 21, 37, 18, 50, 43, 46, 31, 26, 13, 57, 33, 51, 35, 56, 44, 45, 48, 52, 7","4, 17, 69, 8, 12, 2, 68, 34, 71, 42, 37, 55, 13, 14, 40, 63, 18, 46, 6, 48, 67, 75, 41, 16, 44, 5, 52, 47, 15, 73, 65, 26, 9, 33, 57, 1, 3, 36, 31, 10, 35, 54, 49, 50, 29, 45, 43, 30, 53, 27, 39, 24, 62, 59, 20, 7, 64, 21, 22, 28, 70, 61, 60, 58, 66, 56, 19, 72, 51, 74, 23, 25, 11, 32, 38","1","9210025"
"40, 39, 14, 51, 34, 74, 5, 25, 63, 1, 44, 54, 38, 67, 42, 52, 27, 26, 29, 28, 4, 20, 49, 56, 10, 68, 64, 31, 37, 24, 73, 13, 2, 70, 69, 71, 23, 47, 41, 65, 8, 11, 12, 6, 22, 59, 19, 75, 15, 32, 7, 17, 46, 33, 62, 72, 43, 53, 61, 66, 57, 9, 35, 60, 3, 50, 21, 45, 18, 36, 30, 48, 58, 16, 55","9, 64, 59, 4, 32, 61, 71, 57, 73, 75, 16, 34, 22, 42, 49, 53, 12, 6, 23, 2, 56, 10, 3, 66, 43, 41, 38, 30, 36, 63, 62, 1, 33, 7, 5, 13, 21, 65, 45, 52, 54, 67, 46, 19, 24, 58, 17, 28, 8, 18, 27, 72, 69, 60, 70, 68, 35, 40, 11, 20, 26, 25, 47, 48, 37, 31, 15, 50, 39, 51, 55, 74, 29, 14, 44","1","9210025"
"54, 35, 39, 27, 26, 66, 71, 46, 70, 40, 44, 33, 25, 74, 43, 2, 6, 13, 73, 36, 12, 68, 15, 67, 32, 72, 47, 11, 10, 16, 61, 57, 69, 9, 5, 51, 3, 37, 38, 18, 56, 53, 75, 45, 19, 29, 41, 48, 28, 50, 22, 20, 64, 58, 62, 60, 21, 8, 59, 17, 31, 52, 23, 63, 49, 65, 1, 4, 42, 7, 30, 14, 24, 55, 34","30, 68, 26, 9, 39, 65, 1, 59, 19, 47, 21, 14, 66, 48, 52, 57, 74, 38, 33, 27, 60, 71, 75, 70, 34, 13, 54, 8, 5, 69, 18, 51, 40, 45, 61, 35, 63, 50, 12, 64, 7, 46, 15, 2, 72, 16, 49, 53, 67, 56, 20, 44, 31, 22, 43, 29, 28, 42, 11, 10, 24, 25, 41, 3, 55, 62, 4, 23, 6, 36, 37, 73, 58, 17, 32","8","9210025"
"31, 36, 21, 65, 4, 70, 33, 2, 19, 68, 52, 49, 22, 23, 8, 44, 35, 3, 48, 71, 50, 15, 58, 29, 53, 34, 38, 60, 24, 39, 73, 45, 18, 7, 63, 12, 61, 30, 1, 43, 51, 25, 17, 9, 37, 28, 56, 5, 72, 11, 67, 55, 16, 10, 42, 14, 54, 46, 62, 6, 75, 59, 69, 66, 26, 20, 40, 41, 32, 27, 13, 64, 47, 74, 57","27, 28, 20, 74, 54, 55, 64, 63, 5, 50, 75, 35, 72, 12, 14, 41, 66, 46, 13, 10, 3, 38, 33, 43, 25, 1, 49, 16, 22, 40, 11, 8, 65, 18, 42, 2, 51, 36, 71, 73, 32, 69, 15, 24, 19, 4, 6, 52, 29, 37, 23, 58, 57, 67, 59, 53, 44, 17, 70, 39, 47, 56, 21, 9, 62, 60, 31, 61, 26, 48, 34, 45, 30, 68, 7","2","9210025"
"22, 61, 16, 36, 67, 49, 69, 46, 52, 23, 53, 58, 18, 57, 8, 74, 40, 48, 12, 45, 11, 6, 27, 24, 4, 34, 42, 26, 55, 41, 14, 5, 13, 25, 1, 19, 73, 17, 63, 33, 60, 28, 59, 10, 20, 65, 39, 30, 35, 32, 31, 29, 51, 75, 54, 21, 62, 72, 7, 64, 68, 70, 2, 9, 44, 38, 43, 3, 15, 66, 37, 56, 71, 50, 47","40, 23, 41, 21, 4, 15, 61, 32, 58, 22, 3, 54, 29, 12, 24, 75, 42, 74, 69, 55, 6, 72, 35, 60, 11, 16, 36, 19, 33, 13, 70, 43, 31, 2, 30, 57, 9, 53, 25, 20, 49, 56, 7, 46, 14, 73, 71, 44, 63, 50, 1, 8, 47, 10, 27, 48, 52, 28, 67, 51, 37, 26, 65, 59, 17, 64, 38, 39, 5, 34, 68, 18, 62, 45, 66","3","9210025"
"7, 68, 23, 45, 59, 46, 54, 9, 49, 50, 38, 3, 65, 67, 53, 21, 56, 20, 51, 12, 73, 47, 48, 66, 64, 22, 32, 35, 41, 43, 57, 75, 62, 24, 13, 26, 71, 39, 18, 63, 5, 28, 4, 10, 70, 29, 61, 58, 6, 19, 31, 74, 40, 1, 34, 14, 8, 36, 27, 2, 52, 55, 11, 15, 30, 16, 25, 44, 42, 60, 33, 72, 37, 69, 17","68, 39, 34, 40, 54, 45, 7, 67, 14, 31, 1, 57, 66, 5, 51, 61, 18, 59, 12, 19, 48, 38, 52, 62, 26, 60, 74, 28, 30, 58, 8, 15, 75, 47, 22, 64, 37, 53, 33, 24, 3, 46, 29, 17, 10, 56, 73, 36, 11, 20, 72, 16, 63, 23, 4, 55, 35, 27, 9, 13, 44, 41, 43, 2, 49, 69, 71, 25, 70, 65, 42, 32, 50, 6, 21","5","9210025"
"6, 21, 53, 29, 71, 45, 48, 44, 37, 35, 73, 54, 9, 40, 57, 27, 14, 15, 75, 38, 47, 55, 26, 18, 36, 24, 25, 41, 46, 66, 39, 10, 7, 69, 23, 70, 2, 13, 5, 49, 67, 33, 1, 42, 72, 60, 65, 19, 3, 31, 17, 12, 22, 50, 74, 4, 56, 16, 58, 8, 64, 32, 59, 34, 28, 43, 62, 20, 63, 51, 30, 11, 61, 68, 52","39, 14, 44, 21, 4, 7, 54, 17, 47, 42, 5, 64, 28, 46, 56, 59, 58, 34, 8, 52, 38, 12, 55, 29, 73, 22, 67, 6, 68, 19, 53, 51, 18, 60, 3, 71, 62, 30, 66, 31, 23, 70, 49, 2, 33, 1, 61, 20, 65, 13, 74, 24, 43, 45, 9, 48, 40, 32, 57, 16, 35, 41, 25, 11, 15, 63, 27, 10, 72, 75, 36, 37, 50, 26, 69","2","9210025"
"10, 64, 41, 1, 63, 11, 71, 53, 72, 59, 58, 3, 19, 48, 73, 16, 21, 40, 31, 56, 60, 8, 15, 2, 30, 50, 45, 29, 70, 14, 13, 35, 27, 17, 33, 24, 46, 42, 4, 69, 9, 34, 38, 75, 37, 49, 6, 32, 20, 18, 74, 26, 54, 66, 23, 25, 55, 52, 43, 44, 51, 65, 28, 39, 61, 5, 67, 68, 57, 47, 12, 7, 36, 22, 62","61, 35, 65, 14, 17, 21, 38, 66, 37, 23, 1, 41, 51, 64, 55, 27, 73, 36, 22, 74, 44, 33, 42, 68, 69, 70, 3, 19, 49, 52, 9, 56, 45, 8, 13, 16, 4, 75, 2, 15, 6, 46, 60, 20, 5, 24, 39, 31, 25, 30, 40, 62, 18, 11, 63, 67, 32, 48, 28, 71, 54, 50, 43, 72, 57, 47, 34, 12, 10, 58, 29, 26, 7, 59, 53","6","9210025"
"36, 5, 35, 22, 59, 53, 75, 48, 74, 61, 33, 11, 46, 62, 40, 72, 20, 52, 26, 17, 15, 8, 41, 57, 23, 29, 14, 66, 45, 70, 69, 13, 9, 49, 31, 42, 2, 65, 25, 10, 56, 60, 51, 43, 1, 68, 34, 47, 39, 27, 30, 28, 37, 73, 55, 12, 18, 7, 4, 44, 38, 58, 63, 21, 67, 24, 54, 6, 71, 64, 32, 19, 3, 16, 50","43, 28, 37, 32, 10, 67, 11, 18, 54, 26, 12, 33, 2, 55, 3, 39, 73, 27, 60, 69, 1, 19, 52, 70, 58, 30, 4, 65, 24, 15, 74, 9, 40, 53, 20, 29, 13, 35, 42, 6, 48, 56, 68, 57, 59, 62, 14, 8, 7, 5, 41, 75, 45, 51, 71, 36, 50, 38, 21, 25, 49, 16, 31, 63, 46, 22, 72, 66, 23, 17, 47, 61, 34, 64, 44","2","9210025"
"18, 11, 39, 44, 65, 25, 22, 69, 8, 41, 21, 43, 7, 40, 70, 52, 2, 62, 4, 49, 23, 73, 38, 1, 53, 5, 57, 14, 19, 29, 34, 20, 36, 75, 61, 28, 47, 3, 64, 9, 74, 35, 16, 15, 58, 13, 50, 45, 60, 63, 67, 33, 46, 56, 55, 51, 68, 72, 37, 48, 32, 66, 17, 54, 71, 24, 27, 6, 42, 12, 10, 59, 31, 30, 26","61, 47, 5, 64, 52, 15, 8, 65, 62, 2, 37, 56, 68, 35, 16, 69, 10, 49, 7, 13, 12, 70, 71, 60, 36, 26, 34, 32, 1, 63, 46, 58, 3, 21, 55, 42, 73, 39, 57, 6, 67, 40, 43, 66, 30, 31, 54, 9, 53, 38, 18, 24, 29, 75, 23, 19, 41, 44, 11, 45, 4, 20, 33, 72, 50, 28, 51, 22, 17, 27, 14, 74, 25, 48, 59","8","9210025"
"40, 35, 62, 16, 57, 54, 63, 3, 71, 52, 29, 22, 25, 59, 55, 6, 23, 73, 75, 48, 64, 44, 38, 41, 7, 21, 69, 10, 61, 46, 27, 28, 37, 14, 12, 50, 43, 74, 20, 66, 68, 17, 1, 11, 2, 72, 19, 24, 70, 53, 18, 32, 39, 58, 60, 42, 67, 56, 9, 8, 47, 36, 30, 65, 33, 15, 31, 4, 45, 26, 34, 51, 13, 5, 49","60, 68, 33, 15, 35, 43, 72, 58, 16, 4, 17, 54, 53, 73, 64, 5, 69, 42, 9, 46, 8, 56, 65, 61, 13, 57, 66, 38, 28, 21, 37, 26, 27, 20, 70, 41, 74, 32, 6, 49, 29, 1, 25, 45, 22, 30, 62, 34, 18, 24, 47, 75, 11, 2, 48, 52, 44, 31, 71, 51, 36, 14, 55, 50, 3, 7, 39, 10, 12, 23, 59, 19, 63, 67, 40","4","9210025"
"42, 21, 32, 16, 61, 49, 58, 14, 45, 7, 27, 10, 51, 69, 25, 73, 23, 8, 44, 41, 35, 1, 13, 9, 70, 54, 12, 2, 60, 57, 72, 68, 50, 31, 6, 28, 47, 53, 17, 66, 39, 43, 48, 71, 74, 56, 18, 29, 62, 20, 59, 38, 63, 75, 46, 36, 26, 64, 30, 40, 37, 55, 65, 5, 24, 3, 22, 4, 67, 34, 33, 11, 19, 15, 52","39, 45, 30, 51, 47, 64, 54, 6, 29, 24, 52, 3, 9, 19, 31, 40, 69, 71, 67, 18, 41, 36, 26, 20, 32, 46, 1, 8, 7, 2, 74, 33, 5, 11, 37, 65, 49, 63, 10, 42, 34, 16, 55, 53, 66, 70, 59, 58, 13, 60, 14, 35, 56, 44, 12, 61, 50, 73, 23, 43, 75, 28, 25, 62, 21, 22, 48, 15, 68, 17, 4, 38, 57, 72, 27","5","9210025"
"70, 24, 75, 11, 36, 21, 23, 4, 6, 31, 33, 13, 74, 14, 5, 66, 68, 45, 48, 12, 18, 2, 53, 32, 71, 57, 55, 44, 51, 16, 29, 1, 59, 56, 37, 49, 10, 15, 17, 69, 65, 43, 42, 28, 7, 40, 64, 62, 30, 9, 63, 73, 3, 61, 50, 35, 67, 72, 47, 54, 27, 22, 58, 41, 38, 19, 8, 20, 39, 52, 26, 46, 25, 34, 60","40, 44, 55, 67, 71, 32, 70, 41, 3, 22, 13, 26, 72, 66, 12, 27, 15, 58, 29, 14, 51, 65, 39, 47, 28, 16, 57, 48, 45, 31, 30, 52, 60, 6, 49, 73, 62, 33, 42, 20, 4, 54, 69, 36, 68, 50, 74, 5, 37, 25, 18, 38, 7, 19, 53, 43, 61, 9, 56, 34, 10, 24, 11, 8, 75, 63, 21, 64, 17, 23, 2, 1, 35, 59, 46","6","9210025"
"29, 67, 15, 13, 68, 70, 32, 73, 48, 56, 45, 17, 75, 53, 72, 54, 65, 44, 55, 59, 2, 16, 63, 50, 47, 3, 64, 14, 34, 11, 24, 41, 57, 62, 28, 51, 60, 74, 37, 69, 5, 61, 9, 22, 42, 36, 25, 38, 49, 46, 26, 6, 30, 66, 71, 40, 58, 33, 21, 27, 31, 43, 39, 4, 23, 20, 10, 19, 1, 8, 52, 35, 18, 7, 12","10, 47, 25, 4, 53, 57, 52, 65, 12, 50, 74, 59, 11, 24, 58, 41, 21, 29, 27, 40, 9, 46, 14, 73, 18, 22, 2, 64, 13, 17, 37, 6, 36, 68, 62, 7, 20, 54, 38, 55, 1, 49, 30, 35, 63, 60, 32, 39, 15, 72, 8, 69, 45, 33, 75, 28, 19, 31, 43, 70, 51, 16, 56, 44, 34, 26, 61, 71, 5, 42, 23, 3, 48, 66, 67","7","9210025"
"3, 52, 61, 22, 39, 65, 28, 35, 40, 14, 43, 37, 64, 74, 38, 31, 2, 9, 41, 30, 49, 56, 19, 68, 23, 69, 54, 62, 11, 46, 44, 12, 45, 16, 1, 51, 67, 48, 73, 18, 17, 57, 29, 8, 63, 60, 59, 24, 47, 4, 32, 53, 71, 34, 25, 13, 27, 70, 15, 20, 42, 66, 26, 58, 10, 55, 50, 6, 33, 72, 5, 75, 7, 21, 36","32, 18, 69, 61, 5, 24, 37, 13, 23, 9, 20, 51, 38, 65, 75, 71, 34, 22, 47, 48, 52, 53, 10, 21, 49, 41, 43, 14, 27, 70, 19, 74, 42, 6, 44, 8, 72, 17, 67, 60, 46, 50, 63, 68, 3, 40, 36, 4, 30, 54, 59, 26, 55, 35, 58, 45, 28, 57, 7, 12, 25, 16, 64, 31, 73, 2, 11, 39, 15, 66, 1, 33, 56, 62, 29","7","9210025"
"46, 70, 22, 39, 32, 51, 27, 10, 71, 49, 44, 25, 17, 45, 54, 1, 36, 53, 58, 69, 41, 55, 5, 57, 15, 9, 68, 48, 75, 47, 63, 73, 67, 38, 34, 14, 72, 60, 74, 12, 50, 11, 61, 8, 43, 18, 64, 59, 40, 33, 3, 56, 7, 37, 62, 4, 16, 21, 30, 13, 24, 19, 66, 31, 65, 2, 28, 42, 23, 6, 35, 26, 20, 52, 29","38, 69, 47, 66, 48, 33, 49, 67, 45, 23, 8, 1, 46, 12, 52, 63, 42, 17, 71, 6, 60, 34, 14, 44, 37, 13, 74, 30, 3, 40, 65, 28, 50, 11, 5, 21, 61, 41, 22, 56, 70, 29, 43, 27, 35, 31, 57, 39, 25, 19, 15, 72, 64, 59, 26, 54, 4, 10, 9, 16, 20, 24, 62, 7, 51, 36, 2, 75, 32, 53, 73, 68, 55, 18, 58","3","9210025"
"4, 34, 13, 35, 16, 22, 37, 73, 50, 62, 30, 48, 15, 33, 51, 3, 29, 58, 67, 8, 19, 66, 54, 65, 46, 39, 20, 21, 40, 32, 9, 68, 12, 28, 56, 47, 41, 14, 64, 75, 38, 1, 74, 42, 31, 2, 60, 6, 59, 57, 52, 26, 5, 45, 24, 23, 7, 49, 53, 25, 72, 36, 70, 10, 11, 61, 17, 44, 71, 43, 55, 27, 69, 18, 63","32, 72, 9, 1, 54, 56, 40, 8, 20, 63, 51, 38, 18, 68, 13, 31, 41, 67, 27, 66, 5, 22, 70, 7, 43, 21, 30, 58, 61, 45, 10, 55, 47, 14, 17, 23, 16, 42, 26, 49, 25, 65, 75, 46, 59, 69, 53, 73, 12, 60, 15, 36, 19, 62, 57, 37, 3, 48, 11, 29, 33, 24, 2, 52, 34, 44, 35, 4, 28, 39, 74, 64, 50, 71, 6","3","9210025"
"33, 38, 67, 44, 43, 34, 45, 48, 66, 20, 54, 5, 55, 62, 24, 64, 14, 42, 75, 47, 17, 11, 65, 56, 21, 8, 39, 26, 4, 68, 10, 37, 74, 31, 52, 9, 16, 22, 73, 69, 61, 59, 29, 36, 3, 53, 12, 41, 35, 60, 50, 70, 28, 13, 6, 40, 72, 2, 7, 51, 25, 71, 27, 57, 15, 18, 1, 58, 46, 63, 19, 30, 23, 32, 49","56, 12, 18, 46, 64, 4, 21, 36, 53, 9, 25, 15, 28, 17, 47, 42, 72, 69, 35, 24, 2, 48, 5, 20, 63, 1, 74, 32, 31, 44, 8, 7, 29, 55, 57, 27, 75, 33, 38, 39, 26, 10, 6, 68, 40, 54, 13, 43, 3, 14, 51, 49, 11, 50, 73, 22, 34, 52, 70, 58, 71, 37, 66, 61, 45, 59, 60, 62, 41, 19, 16, 23, 30, 65, 67","3","9210025"
"59, 43, 22, 69, 55, 62, 11, 17, 57, 32, 67, 54, 2, 65, 58, 29, 68, 53, 64, 9, 20, 25, 75, 13, 24, 48, 63, 70, 42, 72, 8, 56, 12, 34, 44, 61, 30, 6, 19, 50, 31, 49, 15, 47, 21, 36, 45, 37, 66, 35, 18, 52, 40, 4, 27, 46, 33, 16, 7, 71, 41, 23, 39, 74, 1, 51, 5, 3, 60, 28, 14, 10, 26, 38, 73","57, 68, 59, 58, 18, 61, 37, 35, 31, 70, 54, 19, 72, 55, 16, 21, 60, 14, 11, 1, 4, 53, 43, 17, 67, 56, 38, 29, 48, 47, 74, 23, 44, 69, 13, 6, 12, 49, 63, 46, 73, 52, 20, 36, 75, 64, 28, 30, 2, 3, 7, 24, 10, 34, 42, 5, 65, 8, 33, 15, 66, 22, 9, 32, 45, 62, 71, 27, 41, 26, 25, 50, 40, 39, 51","3","9210025"
"63, 22, 15, 71, 73, 40, 12, 74, 31, 8, 35, 13, 20, 5, 51, 54, 16, 30, 21, 55, 23, 9, 42, 27, 34, 64, 52, 33, 47, 62, 72, 11, 24, 41, 50, 56, 26, 65, 17, 29, 19, 32, 59, 68, 28, 53, 18, 38, 25, 36, 75, 70, 4, 44, 6, 3, 66, 7, 48, 57, 43, 10, 14, 39, 58, 49, 67, 46, 45, 61, 69, 37, 1, 60, 2","70, 33, 4, 64, 66, 68, 14, 2, 48, 3, 24, 74, 62, 10, 69, 45, 19, 43, 28, 39, 26, 52, 31, 34, 71, 11, 30, 38, 50, 59, 6, 18, 67, 17, 46, 27, 42, 29, 22, 63, 56, 53, 12, 20, 36, 49, 60, 51, 5, 41, 40, 32, 8, 25, 35, 1, 47, 13, 16, 72, 21, 44, 9, 7, 15, 55, 65, 23, 73, 37, 54, 75, 61, 58, 57","3","9210025"
"44, 52, 18, 61, 51, 25, 68, 30, 24, 4, 8, 57, 29, 60, 1, 7, 58, 36, 20, 5, 27, 53, 72, 13, 31, 50, 64, 59, 71, 48, 15, 54, 63, 70, 37, 35, 75, 45, 28, 9, 49, 11, 22, 23, 46, 33, 40, 14, 55, 19, 73, 67, 65, 17, 2, 3, 41, 43, 69, 66, 62, 39, 16, 56, 12, 21, 47, 6, 32, 26, 10, 34, 38, 42, 74","33, 39, 34, 21, 30, 20, 4, 8, 72, 40, 13, 53, 43, 16, 25, 19, 65, 47, 46, 31, 70, 10, 59, 55, 42, 71, 58, 32, 3, 67, 45, 23, 52, 38, 28, 11, 51, 62, 64, 22, 54, 63, 14, 29, 7, 36, 66, 15, 60, 35, 9, 50, 12, 73, 48, 68, 24, 1, 49, 26, 5, 57, 41, 75, 44, 61, 37, 74, 2, 18, 69, 56, 17, 6, 27","5","9210025"
"43, 67, 48, 65, 14, 31, 60, 6, 57, 34, 28, 50, 11, 51, 38, 7, 52, 30, 12, 74, 40, 18, 49, 44, 36, 62, 41, 2, 69, 75, 37, 35, 72, 26, 5, 16, 9, 17, 33, 63, 32, 42, 20, 59, 68, 23, 73, 27, 54, 58, 1, 45, 55, 71, 47, 39, 10, 22, 46, 61, 24, 21, 4, 13, 53, 66, 25, 29, 56, 8, 3, 70, 64, 19, 15","71, 6, 60, 56, 4, 46, 21, 38, 50, 45, 25, 47, 75, 62, 70, 68, 33, 8, 28, 55, 58, 34, 35, 32, 40, 7, 51, 42, 63, 43, 2, 13, 27, 49, 23, 17, 67, 3, 54, 9, 11, 31, 30, 20, 65, 5, 19, 16, 10, 24, 14, 69, 12, 57, 74, 66, 59, 53, 41, 52, 48, 44, 29, 72, 15, 39, 18, 61, 1, 26, 73, 37, 36, 64, 22","4","9210025"
"31, 37, 74, 50, 54, 47, 66, 40, 38, 10, 39, 29, 46, 34, 7, 64, 55, 3, 49, 17, 36, 72, 53, 35, 5, 26, 1, 60, 18, 25, 48, 65, 61, 70, 58, 9, 42, 16, 52, 23, 45, 41, 69, 43, 15, 20, 56, 71, 19, 28, 67, 21, 27, 6, 33, 44, 22, 13, 68, 57, 2, 24, 8, 63, 12, 11, 4, 14, 51, 30, 75, 32, 62, 73, 59","38, 66, 36, 40, 52, 6, 39, 53, 21, 1, 26, 3, 62, 48, 12, 72, 69, 45, 67, 56, 4, 33, 64, 19, 32, 30, 68, 34, 22, 2, 70, 74, 55, 8, 46, 44, 17, 63, 75, 16, 61, 15, 65, 29, 25, 31, 47, 43, 24, 7, 13, 11, 49, 28, 9, 35, 59, 58, 41, 5, 27, 54, 73, 20, 50, 23, 14, 10, 42, 71, 51, 57, 18, 37, 60","4","9210025"
"74, 69, 73, 47, 22, 10, 59, 62, 15, 21, 23, 51, 60, 70, 3, 38, 7, 61, 40, 9, 13, 26, 36, 8, 11, 45, 37, 71, 2, 14, 32, 58, 35, 48, 39, 29, 57, 42, 19, 53, 50, 25, 6, 30, 49, 54, 5, 34, 16, 68, 66, 12, 75, 1, 17, 43, 4, 65, 72, 63, 52, 24, 64, 33, 56, 31, 41, 20, 46, 28, 18, 55, 67, 27, 44","16, 37, 60, 33, 31, 1, 75, 17, 28, 48, 36, 61, 66, 19, 14, 40, 71, 30, 22, 62, 74, 5, 39, 23, 45, 42, 21, 2, 58, 49, 35, 59, 34, 44, 72, 68, 43, 57, 27, 38, 11, 24, 64, 15, 3, 55, 29, 47, 54, 70, 46, 26, 8, 51, 32, 63, 25, 52, 50, 18, 6, 7, 73, 9, 12, 69, 67, 13, 10, 53, 56, 41, 20, 65, 4","4","9210025"
"29, 28, 39, 71, 16, 54, 4, 72, 45, 61, 25, 10, 19, 21, 68, 69, 27, 55, 32, 33, 51, 75, 11, 67, 64, 17, 62, 31, 42, 74, 38, 37, 5, 26, 8, 15, 43, 41, 12, 34, 3, 18, 22, 58, 60, 70, 2, 6, 1, 48, 20, 53, 24, 52, 66, 65, 50, 7, 56, 63, 14, 73, 46, 30, 40, 44, 35, 23, 9, 59, 36, 13, 57, 49, 47","28, 23, 40, 29, 45, 50, 37, 57, 54, 52, 4, 35, 73, 51, 25, 3, 56, 69, 58, 12, 16, 74, 22, 33, 11, 7, 31, 39, 75, 20, 32, 36, 68, 44, 9, 49, 59, 55, 72, 24, 46, 71, 21, 2, 8, 47, 60, 30, 67, 27, 70, 1, 15, 65, 19, 53, 26, 13, 17, 66, 43, 34, 42, 63, 64, 18, 6, 10, 48, 61, 41, 14, 62, 38, 5","2","9210025"
"38, 33, 48, 71, 36, 49, 46, 18, 14, 3, 32, 12, 65, 11, 29, 66, 31, 27, 68, 21, 43, 13, 15, 61, 53, 8, 26, 20, 57, 30, 40, 10, 64, 7, 42, 60, 62, 50, 44, 63, 70, 58, 28, 51, 25, 59, 73, 54, 19, 35, 67, 41, 9, 69, 47, 55, 5, 4, 37, 72, 22, 6, 1, 24, 16, 34, 17, 23, 45, 56, 39, 52, 74, 2, 75","64, 53, 71, 23, 51, 40, 32, 11, 22, 73, 63, 65, 60, 20, 44, 26, 74, 46, 70, 29, 7, 27, 37, 6, 39, 34, 50, 13, 45, 35, 49, 4, 47, 61, 66, 42, 56, 3, 72, 24, 30, 21, 52, 62, 36, 18, 2, 48, 59, 1, 55, 5, 38, 54, 57, 68, 25, 41, 8, 16, 9, 17, 31, 58, 43, 69, 67, 28, 12, 19, 14, 75, 10, 15, 33","3","9210025"
"11, 63, 53, 50, 33, 13, 28, 1, 51, 68, 75, 14, 62, 54, 74, 45, 35, 31, 2, 16, 67, 21, 61, 44, 57, 73, 20, 22, 27, 49, 18, 70, 17, 46, 66, 30, 58, 26, 55, 60, 12, 64, 32, 40, 23, 71, 25, 48, 7, 65, 34, 42, 29, 15, 9, 69, 59, 39, 10, 43, 47, 19, 3, 8, 41, 6, 24, 36, 52, 37, 38, 72, 4, 56, 5","31, 12, 36, 51, 53, 27, 41, 72, 64, 74, 67, 30, 58, 57, 42, 73, 18, 8, 40, 11, 38, 37, 50, 59, 25, 68, 5, 15, 33, 21, 7, 49, 26, 39, 34, 17, 20, 54, 14, 70, 46, 9, 62, 52, 10, 44, 6, 71, 3, 2, 66, 75, 60, 61, 35, 28, 24, 55, 63, 4, 23, 22, 1, 47, 43, 16, 56, 32, 69, 48, 29, 13, 65, 45, 19","5","9210025"
"28, 29, 54, 69, 2, 13, 33, 61, 62, 56, 58, 46, 47, 39, 34, 11, 8, 60, 9, 67, 40, 75, 32, 72, 35, 3, 44, 6, 42, 59, 25, 71, 10, 17, 57, 51, 63, 74, 48, 31, 66, 53, 21, 55, 22, 15, 36, 65, 73, 18, 27, 43, 19, 49, 30, 70, 52, 64, 16, 1, 4, 38, 12, 68, 50, 26, 7, 45, 24, 5, 37, 23, 20, 41, 14","5, 52, 35, 20, 43, 27, 16, 19, 30, 9, 65, 6, 24, 31, 23, 64, 34, 15, 11, 3, 2, 60, 49, 18, 70, 51, 40, 47, 28, 45, 39, 72, 54, 56, 74, 22, 71, 57, 61, 62, 7, 36, 50, 75, 25, 4, 63, 26, 53, 55, 12, 66, 33, 10, 38, 44, 14, 1, 17, 37, 13, 42, 41, 8, 48, 59, 29, 58, 68, 32, 73, 67, 21, 46, 69","3","9210025"
"21, 65, 15, 32, 5, 11, 73, 49, 39, 22, 29, 1, 47, 35, 46, 19, 58, 68, 4, 12, 52, 66, 72, 31, 53, 64, 41, 30, 51, 56, 48, 10, 45, 8, 50, 43, 40, 61, 3, 62, 71, 34, 2, 67, 17, 69, 55, 59, 27, 54, 63, 20, 14, 13, 16, 37, 74, 6, 44, 33, 23, 7, 28, 36, 70, 57, 18, 60, 24, 9, 25, 38, 26, 42, 75","68, 29, 19, 2, 26, 54, 38, 36, 51, 71, 32, 27, 7, 59, 15, 40, 56, 28, 10, 65, 31, 33, 60, 67, 14, 30, 42, 1, 3, 39, 57, 34, 73, 22, 20, 24, 11, 43, 46, 21, 47, 4, 13, 75, 5, 61, 17, 62, 64, 63, 53, 6, 72, 16, 18, 69, 25, 66, 48, 58, 45, 74, 9, 23, 12, 41, 8, 49, 55, 44, 70, 37, 35, 50, 52","5","9210025"
"42, 12, 30, 18, 33, 73, 61, 19, 16, 32, 31, 4, 74, 24, 23, 8, 56, 50, 41, 35, 38, 64, 34, 37, 55, 60, 14, 26, 46, 25, 48, 39, 11, 47, 28, 71, 72, 65, 17, 63, 43, 10, 6, 66, 2, 40, 36, 3, 57, 22, 20, 5, 1, 21, 29, 13, 70, 9, 67, 62, 27, 53, 54, 51, 59, 44, 68, 69, 7, 75, 15, 49, 45, 52, 58","66, 28, 68, 35, 16, 30, 26, 12, 39, 47, 14, 34, 2, 58, 17, 6, 29, 5, 55, 9, 32, 59, 65, 48, 36, 63, 49, 4, 1, 51, 43, 40, 25, 33, 21, 74, 37, 46, 64, 10, 38, 42, 31, 57, 41, 50, 67, 15, 13, 18, 72, 19, 56, 71, 20, 73, 11, 69, 7, 53, 75, 61, 24, 3, 60, 8, 27, 54, 45, 44, 52, 70, 22, 23, 62","2","9210025"
